"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Enseignement scolaire";"MEC.2.3";NA;"12228";"MEC.2";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14217";"MEC.2.3";"Proportion de jeunes âgés de 18 à 24 ans ne possédant ni CAP, ni BEP, ni diplôme plus élevé et qui ne poursuivent ni études, ni formation (champs public et privé)";"Citoyen";"Stratégique mission";"";"23284";"9- Pays-Bas";"";"";"SSI Documenté";"%";"8,2";"8,2";"s.o.";"s.o.";"n.d.";"2017";"s.o.";"Données non retenues";"";""
"Budget général";"Enseignement scolaire";"MEC.2.3";NA;"12228";"MEC.2";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14217";"MEC.2.3";"Proportion de jeunes âgés de 18 à 24 ans ne possédant ni CAP, ni BEP, ni diplôme plus élevé et qui ne poursuivent ni études, ni formation (champs public et privé)";"Citoyen";"Stratégique mission";"";"23285";"10- Irlande";"";"";"SSI Documenté";"%";"6,9";"6,5";"s.o.";"s.o.";"n.d.";"2017";"s.o.";"Données non retenues";"";""
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"15778";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - total";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"85";"85";"79,1";"2017";"85";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17814";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP+";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"68";"68";"60,1";"2017";"68";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17816";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"75";"75";"68,1";"2017";"75";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"22036";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - hors REP+/REP";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"87";"87";"82,1";"2017";"87";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"15779";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1)  - total";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"84";"84";"77,3";"2017";"84";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17815";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - en REP+";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"72";"72";"58,5";"2017";"72";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17817";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - en REP";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"76";"76";"65,9";"2017";"76";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"10089";"P140.1.1";"Proportion d'élèves maîtrisant, en fin de CE2, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"22037";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - hors REP+/REP";"";"(libellé modifié)";"SSI Documenté";"%";"nd";"nd";"86";"86";"80,4";"2017";"86";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"4533";"P140.1.2";"Taux de redoublement";"Usager";"";"";"10150";"en CP";"";"";"SSI Documenté";"%";"2,2";"1,3";"0,5";"0,5";"1,1";"2017";"0,5";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"4533";"P140.1.2";"Taux de redoublement";"Usager";"";"";"10151";"en CE1";"";"";"SSI Documenté";"%";"1,9";"0,9";"0,5";"0,8";"0,7";"2017";"1";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"4533";"P140.1.2";"Taux de redoublement";"Usager";"";"";"10152";"en CE2";"";"";"SSI Documenté";"%";"0,8";"0,5";"0,2";"0,3";"0,6";"2017";"0,3";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"4533";"P140.1.2";"Taux de redoublement";"Usager";"";"";"10153";"en CM1";"";"";"SSI Documenté";"%";"0,5";"0,2";"0,2";"0,2";"0,2";"2017";"0,3";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"4533";"P140.1.2";"Taux de redoublement";"Usager";"";"";"10154";"en CM2";"";"";"SSI Documenté";"%";"0,6";"0,3";"0,2";"0,3";"0,2";"2017";"0,5";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"2404";"P140.1.3";"Proportion d'élèves entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"8052";"Retard à l'entrée en 6ème - total";"";"";"SSI Documenté";"%";"10,7";"10,1";"8";"8";"8,7";"2017";"8";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"2404";"P140.1.3";"Proportion d'élèves entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"18071";"Retard à l'entrée en 6ème - en REP+";"";"";"SSI Documenté";"%";"18,3";"19";"15";"17";"16,8";"2017";"15";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"2404";"P140.1.3";"Proportion d'élèves entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"18072";"Retard à l'entrée en 6ème - en REP";"";"";"SSI Documenté";"%";"14,9";"15,4";"14";"14";"13";"2017";"14";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"2404";"P140.1.3";"Proportion d'élèves entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"22040";"Retard à l'entrée en 6ème - hors REP+/REP";"";"";"SSI Documenté";"%";"9,6";"8,5";"7";"7";"7,4";"2017";"7";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"311";"P140.1.4";"Scolarisation des élèves du 1er degré en situation de handicap";"Citoyen";"";"";"19814";"Taux de couverture des notifications d'affectation en ULIS écoles";"";"";"SSI Documenté";"%";"90,2";"87,2";"94";"94";"n.d.";"2017";"96,5";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"311";"P140.1.4";"Scolarisation des élèves du 1er degré en situation de handicap";"Citoyen";"";"";"20065";"Pour information : Nombre de notifications d'affectation en ULIS écoles";"";"";"SSI Documenté";"Nombre";"47407";"49769";"so";"so";"n.d.";"2017";"so";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"311";"P140.1.4";"Scolarisation des élèves du 1er degré en situation de handicap";"Citoyen";"";"";"7805";"Pour information : Proportion d'élèves en situation de handicap parmi les élèves des écoles du premier degré";"";"";"SSI Documenté";"%";"2,4";"2,6";"so";"so";"n.d.";"2017";"so";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"305";"P140.1";"Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun exigibles au terme de la scolarité primaire";"311";"P140.1.4";"Scolarisation des élèves du 1er degré en situation de handicap";"Citoyen";"";"";"19826";"Pourcentage de postes spécialisés en ULIS écoles occupés par des enseignants spécialisés ou en cours de spécialisation";"";"";"SSI Documenté";"%";"71,2";"71";"74";"74";"n.d";"2017";"74";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"314";"P140.2.1";"Nombre d'académies bénéficiant d'une dotation globale équilibrée parmi les 30 académies";"Contribuable";"";"";"7925";"Nombre d'académies bénéficiant d'une dotation globale équilibrée parmi les 30";"";"";"SSI Documenté";"Nb";"23";"24";"23";"24";"24";"2017";"22";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"309";"écart entre REP+ et hors REP+/REP";"";"";"SSI Documenté";"élèves par classe";"-1,47";"-1,56";"-2";"-3,7";"-3,07";"2017";"-3";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"6397";"écart entre REP et hors REP+/REP";"";"";"SSI Documenté";"élèves par classe";"-1,23";"-1,32";"-1,5";"-1,3";"-1,31";"2017";"-2";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"2465";"Pour information : taux  d'encadrement en REP+";"";"";"SSI Documenté";"E/C";"22,68";"22,49";"so";"so";"20,84";"2017";"so";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"6398";"Pour information : taux d'encadrement en REP";"";"";"SSI Documenté";"E/C";"22,91";"22,73";"so";"so";"22,6";"2017";"so";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"2466";"Pour information : taux d'encadrement hors REP+/REP";"";"";"SSI Documenté";"E/C";"24,14";"24,06";"so";"so";"23,91";"2017";"so";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P140";"Enseignement scolaire public du premier degré";"314";"P140.2";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"309";"P140.2.2";"Écarts de taux d'encadrement à l'école primaire entre éducation prioritaire (EP) et hors EP et proportion d'enseignants avec 5 ans et plus d'ancienneté en EP";"Citoyen";"";"";"24118";"Proportion d'enseignants avec 5 ans et plus d'ancienneté dans une école en éducation prioritaire";"";"";"SSI Documenté";"%";"35,6";"35,1";"38,5";"38,5";"33,8";"2017";"38,5";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24560";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - total";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24561";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP+";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24562";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24563";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - hors REP+/REP";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24564";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - total";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24565";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - REP+";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24566";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - REP";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"14691";"P141.1.1";"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun dans l'enseignement public";"Citoyen";"";"";"24567";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - hors REP+/REP";"(nouveau)";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"10173";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1)  - total";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17841";"Comprendre, s'exprimer en langue française à l'oral et à l'écrit (domaine 1) - en REP+";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17843";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"22056";"Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - hors REP+/REP";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"10175";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - total";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17842";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - en REP+";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"17844";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - en REP";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
