"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2012";"Réalisation.2013";"Prévision.2014.PAP.2014";"Prévision.2014.PAP.2015";"Réalisation.2014";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"475";"P166.1.3";"Ancienneté moyenne du stock par type de juridiction";"Usager";"";"";"2627";"Tribunaux de grande instance";"";"";"SSI Documenté";"Mois";"13,8";"14,1";"13,7";"ND";"14";"2015";"13,3";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"475";"P166.1.3";"Ancienneté moyenne du stock par type de juridiction";"Usager";"";"";"2630";"Conseils de prud'hommes";"";"";"SSI Documenté";"Mois";"12,9";"12,2";"12,9";"ND";"12,9";"2015";"12,4";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"2892";"P166.1.4";"Taux de cassation des affaires civiles";"Usager";"";"";"8325";"Taux de cassation des décisions rendues en appel";"";"";"SSI Documenté";"%";"2,3";"2,65";"1,9";"2,4";"2,1";"2015";"1,8";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"477";"P166.1.5";"Nombre d'affaires civiles traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"3818";"Cour de Cassation";"";"";"SSI Documenté";"Nombre";"107";"108";"110";"110";"107";"2015";"115";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"477";"P166.1.5";"Nombre d'affaires civiles traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"477";"Cours d'appel";"";"";"SSI Documenté";"Nombre";"318";"319";"267";"ND";"ND";"2015";"270";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"477";"P166.1.5";"Nombre d'affaires civiles traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"2635";"Tribunaux de grande instance";"";"";"SSI Documenté";"Nombre";"776";"782";"483";"ND";"ND";"2015";"485";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"477";"P166.1.5";"Nombre d'affaires civiles traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"17641";"TGI : juge des enfants (mesures en matière d'assistance éducative)";"";"";"SSI Documenté";"Nombre";"1467";"1450";"1485";"1455";"ND";"2015";"1500";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"477";"P166.1.5";"Nombre d'affaires civiles traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"2636";"Tribunaux d'instance";"";"";"SSI Documenté";"Nombre";"ND";"ND";"ND";"ND";"ND";"2015";"ND";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"478";"P166.1.6";"Nombre d'affaires traitées par fonctionnaire (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"3819";"Cour de Cassation";"";"";"SSI Documenté";"Nombre";"278";"273";"296";"280";"281";"2015";"300";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"478";"P166.1.6";"Nombre d'affaires traitées par fonctionnaire (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"478";"Cours d'appel";"";"";"SSI Documenté";"Nombre";"318";"320";"321";"ND";"ND";"2015";"325";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"478";"P166.1.6";"Nombre d'affaires traitées par fonctionnaire (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"2637";"Tribunaux de grande instance";"";"";"SSI Documenté";"Nombre";"377";"365";"322";"ND";"ND";"2015";"325";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"473";"P166.1";"Rendre des décisions de qualité dans des délais raisonnables en matière civile";"478";"P166.1.6";"Nombre d'affaires traitées par fonctionnaire (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"2638";"Tribunaux d'instance";"";"";"SSI Documenté";"Nombre";"ND";"ND";"ND";"ND";"ND";"2015";"ND";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"479";"P166.2.1";"Délai moyen de traitement des procédures pénales";"Usager";"";"";"3863";"Cour de Cassation";"";"";"SSI Documenté";"Jours";"163";"169";"170";"170";"175";"2015";"170";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"479";"P166.2.1";"Délai moyen de traitement des procédures pénales";"Usager";"";"";"479";"Autres juridictions: crimes";"";"";"SSI Documenté";"Mois";"36,1";"37,9";"33,7";"36";"ND";"2015";"33,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"479";"P166.2.1";"Délai moyen de traitement des procédures pénales";"Usager";"";"";"17644";"Mineurs (autres juridictions : crimes)";"";"";"SSI Documenté";"Mois";"ND";"ND";"21,6";"21,6";"ND";"2015";"21,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"479";"P166.2.1";"Délai moyen de traitement des procédures pénales";"Usager";"";"";"2639";"Autres juridictions: délits";"";"";"SSI Documenté";"Mois";"12,6";"11,9";"12";"12,5";"ND";"2015";"12";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"479";"P166.2.1";"Délai moyen de traitement des procédures pénales";"Usager";"";"";"17645";"Mineurs (autres juridictions : délits)";"";"";"SSI Documenté";"Mois";"18,6";"19,7";"16,1";"18,4";"ND";"2015";"16,1";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"480";"P166.2.2";"Taux de rejet par le Casier judiciaire national";"Usager";"";"";"8236";"Taux de rejet par le Casier judiciaire national.";"";"";"SSI Documenté";"%";"3,6";"3";"3,3";"ND";"2,8";"2015";"3,2";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"2897";"P166.2.3";"Taux de cassation des affaires pénales";"Usager";"";"";"8408";"Taux de cassation des décisions rendues en appel";"";"";"SSI Documenté";"%";"0,56";"0,46";"0,48";"0,45";"ND";"2015";"0,45";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"481";"P166.2.4";"Nombre d'affaires poursuivables traitées par magistrat du parquet (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"7947";"Nombre d'affaires poursuivables traitées par magistrat du parquet (en emplois équivalents temps plein travaillé).";"";"";"SSI Documenté";"Nombre";"1005";"957";"1025";"1025";"906";"2015";"1030";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"2853";"P166.2.5";"Nombre d'affaires pénales traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"3820";"Cour de Cassation";"";"";"SSI Documenté";"Nombre";"214";"193";"195";"195";"217";"2015";"195";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"2853";"P166.2.5";"Nombre d'affaires pénales traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"3821";"Cours d'appel";"";"";"SSI Documenté";"Nombre";"395";"423";"365";"ND";"ND";"2015";"380";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"481";"P166.2";"Rendre des décisions de qualité dans des délais raisonnables en matière pénale";"2853";"P166.2.5";"Nombre d'affaires pénales traitées par magistrat du siège ou par conseiller rapporteur (en emplois équivalents temps plein travaillé)";"Contribuable";"";"";"3822";"Tribunaux de grande instance";"";"";"SSI Documenté";"Nombre";"1202";"1198";"525";"ND";"ND";"2015";"530";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"482";"P166.3.1";"Taux de réponse pénale (TGI)";"Citoyen";"Stratégique mission";"";"7855";"Taux de réponse pénale (TGI)";"";"";"SSI Documenté";"%";"90,1";"89,4";"89,8";"ND";"88,6";"2015";"90";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"482";"P166.3.1";"Taux de réponse pénale (TGI)";"Citoyen";"Stratégique mission";"";"13636";"Dont mineurs (TGI)";"";"";"SSI Documenté";"%";"94,1";"93,9";"94,5";"ND";"93,6";"2015";"95";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"483";"P166.3.2";"Taux d'alternatives aux poursuites (TGI)";"Citoyen";"";"";"3823";"Avec les mesures de rappel à la loi";"";"";"SSI Documenté";"%";"43,6";"43,9";"46";"44,2";"44,3";"2015";"47";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"483";"P166.3.2";"Taux d'alternatives aux poursuites (TGI)";"Citoyen";"";"";"3824";"Hors mesures de rappel à la loi";"";"";"SSI Documenté";"%";"25,5";"24,8";"26,5";"25,5";"24,2";"2015";"31";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"483";"P166.3.2";"Taux d'alternatives aux poursuites (TGI)";"Citoyen";"";"";"17655";"Justice des mineurs (y compris les mesures de rappel à la loi)";"";"";"SSI Documenté";"%";"55,5";"60,1";"61,5";"61";"60,3";"2015";"62";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"484";"Emprisonnement ferme (jugements contradictoires)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"93,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"2640";"Travail d'intérêt général (jugements contradictoires)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"97,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"2641";"Sursis avec mise à l'épreuve (jugements contradictoires)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"97,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"2642";"Amende (jugements contradictoires)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"82";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"13628";"Emprisonnement ferme (jugements contradictoires à signifier)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"75,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"13629";"Sursis avec mise à l'épreuve (jugements contradictoires à signifier)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"75";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"484";"P166.3.3";"Taux de mise à exécution";"Citoyen";"";"";"13630";"Amende (jugements contradictoires à signifier)";"";"";"SSI Documenté";"%";"ND";"ND";"ND";"ND";"ND";"2015";"67";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"485";"Emprisonnement ferme (jugements contradictoires)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"4,3";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"2643";"Travail d'intérêt général (jugements contradictoires)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"3,2";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"2644";"Sursis avec mise à l'épreuve (jugements contradictoires)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"3,9";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"2645";"Amende (jugements contradictoires)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"2,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"13631";"Emprisonnement ferme (jugements contradictoires à signifier)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"11,5";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"13632";"Sursis avec mise à l'épreuve (jugements contradictoires à signifier)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"12,6";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"483";"P166.3";"Amplifier et diversifier la réponse pénale et améliorer l'exécution des décisions pénales";"485";"P166.3.4";"Délai moyen de mise à exécution";"Citoyen";"";"";"13633";"Amende (jugements contradictoires à signifier)";"";"";"SSI Documenté";"Mois";"ND";"ND";"ND";"ND";"ND";"2015";"10,7";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"10769";"P166.4";"Maîtriser la croissance des frais de justice";"11709";"P166.4.1";"Dépense moyenne de frais de justice par affaire faisant l'objet d'une réponse pénale";"Contribuable";"";"";"15705";"Dépense moyenne de frais de justice par affaire faisant l'objet d'une réponse pénale";"";"";"SSI Documenté";"€";"312";"342";"290";"315";"358";"2015";"250";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"10854";"P166.5";"Développer la communication électronique";"11862";"P166.5.1";"Nombre d'utilisations de la visioconférence";"Contribuable";"";"";"15913";"Cours d'appel";"";"";"SSI Documenté";"Nombre d'utilisation";"5955";"5320";"6200";"";"ND";"2015";"6300";"MIN10";"Justice"
"Budget général";"Justice";"P166";"Justice judiciaire";"10854";"P166.5";"Développer la communication électronique";"11862";"P166.5.1";"Nombre d'utilisations de la visioconférence";"Contribuable";"";"";"15914";"Tribunaux de grande instance";"";"";"SSI Documenté";"Nombre d'utilisation";"20146";"21460";"24000";"";"ND";"2015";"13200";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"491";"P107.1.1";"Nombre d'évasions pour 10000 détenus (sous garde pénitentiaire directe/hors de l'établissement)";"Citoyen";"";"";"3152";"Taux d'évasions sous garde pénitentiaire directe";"";"";"SSI Documenté";"Ratio";"2,2";"1,9";"< 2";"";"3,2";"2015";"< 2";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"491";"P107.1.1";"Nombre d'évasions pour 10000 détenus (sous garde pénitentiaire directe/hors de l'établissement)";"Citoyen";"";"";"491";"#NOM?";"";"";"SSI Documenté";"Ratio";"0";"1";"< 1";"< 1";"0";"2015";"< 1";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"491";"P107.1.1";"Nombre d'évasions pour 10000 détenus (sous garde pénitentiaire directe/hors de l'établissement)";"Citoyen";"";"";"6818";"Taux d'évasions hors établissements pénitentiaires : en aménagements de peine";"";"";"SSI Documenté";"Ratio";"52,8";"41,4";"< 60";"";"39";"2015";"< 60";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"491";"P107.1.1";"Nombre d'évasions pour 10000 détenus (sous garde pénitentiaire directe/hors de l'établissement)";"Citoyen";"";"";"6819";"Taux d'évasions hors établissements pénitentiaires : en sorties sous escortes pénitentiaires";"";"";"SSI Documenté";"Ratio";"1,6";"2,5";"< 1";"";"2,4";"2015";"< 1";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"492";"P107.1.2";"Taux d'incidents pour 10000 détenus";"Citoyen";"";"";"3155";"Taux d'agressions contre un personnel ayant entrainé une interruption temporaire de travail";"";"";"SSI Documenté";"Ratio";"16,7";"21,5";"16,5";"18,8";"22";"2015";"< 16";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"491";"P107.1";"Renforcer la sécurité des établissements pénitentiaires";"12076";"P107.1.3";"Taux de formation à la prévention suicide (formation « TERRA »)";"Citoyen";"";"";"17460";"Pourcentage de personnels de surveillance formés ""Terra""";"";"";"SSI Documenté";"%";"80";"85";"85";"";"87";"2015";"85";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"13220";"P107.2.1";"Taux d'occupation des places en maison d'arrêt";"Citoyen";"";"";"21020";"Taux d'occupation des places en maison d'arrêt";"";"";"SSI Documenté";"%";"131";"134";"133";"134";"134";"2015";"133";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10250";"P107.2.2";"Nombre de détenus par cellule";"Citoyen";"";"";"18070";"Nombre de détenus par cellule";"";"";"SSI Documenté";"Nombre";"1,35";"1,36";"1,31";"1,37";"1,35";"2015";"1,28";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10250";"P107.2.2";"Nombre de détenus par cellule";"Citoyen";"";"";"20934";"Nombre de détenus par cellule en MA et QMA";"";"";"SSI Documenté";"";"1,65";"1,68";"1,62";"";"1,67";"2015";"1,59";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10250";"P107.2.2";"Nombre de détenus par cellule";"Citoyen";"";"";"20937";"Nombre de détenus par cellule en CSL, QSL et QCPA";"";"";"SSI Documenté";"";"1,08";"1";"0,83";"";"0,97";"2015";"0,7";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10250";"P107.2.2";"Nombre de détenus par cellule";"Citoyen";"";"";"20939";"Nombre de détenus par cellule en EPM";"";"";"SSI Documenté";"";"0,73";"0,72";"0,71";"";"0,71";"2015";"0,72";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10250";"P107.2.2";"Nombre de détenus par cellule";"Citoyen";"";"";"20936";"Nombre de détenus par cellule en CD, QCD, MC et QMC";"";"";"SSI Documenté";"";"-";"1,02";"0,94";"";"0,97";"2015";"0,93";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"13186";"P107.2.3";"Taux de places spécialisées créées depuis 2008";"Citoyen";"";"";"11212";"Taux de places spécialisées créées depuis 2008 / nombre total de places créées depuis 2008";"";"";"SSI Documenté";"%";"9,37";"9,73";"13,29";"12,04";"14,03";"2015";"12,95";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"12359";"P107.2.4";"Taux d'établissements pénitentiaires labellisés dans le processus de ""prise en charge et accompagnement des personnes détenues""";"Citoyen";"";"";"18069";"Taux de labellisation des établissements pénitentiaires dans le processus de ""prise en charge et accompagnement des personnes détenues""";"";"";"SSI Documenté";"%";"83,3";"95,2";"98";"99";"100";"2015";"100";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10253";"P107.2.5";"Taux d'occupation des structures dédiées au maintien des liens familiaux";"Citoyen";"";"";"11217";"Taux d'occupation des UVF";"";"";"SSI Documenté";"%";"67";"72";"73";"73";"72";"2015";"74";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10253";"P107.2.5";"Taux d'occupation des structures dédiées au maintien des liens familiaux";"Citoyen";"";"";"15688";"Taux d'occupation des parloirs familiaux";"";"";"SSI Documenté";"%";"63";"62";"63";"63";"62";"2015";"64";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10254";"P107.2.6";"Taux d'occupation des unités hospitalières";"Citoyen";"";"";"20042";"Taux d'occupation des UHSI";"";"";"SSI Documenté";"%";"65";"66";"65";"";"59";"2015";"65";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"493";"P107.2";"Améliorer les conditions de détention";"10254";"P107.2.6";"Taux d'occupation des unités hospitalières";"Citoyen";"";"";"19852";"Taux d'occupation des UHSA";"";"";"SSI Documenté";"%";"84";"87";"80";"";"79";"2015";"80";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"494";"P107.3";"Prévenir la récidive et accompagner les PPSMJ";"494";"P107.3.1";"Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine";"Citoyen";"Stratégique mission";"";"8235";"Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine (Placements sous surveillance électronique/Placements extérieurs/Semi-liberté)";"";"";"SSI Documenté";"%";"20";"22";"23";"23";"21,4";"2015";"23,5";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"494";"P107.3";"Prévenir la récidive et accompagner les PPSMJ";"494";"P107.3.1";"Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine";"Citoyen";"Stratégique mission";"";"15687";"Indicateur de contexte : pourcentage de PSE dans le nombre total d'aménagements de peines (PSE, PE et SL)";"";"";"SSI Documenté";"%";"81";"78";"78";"78";"78,5";"2015";"79";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"494";"P107.3";"Prévenir la récidive et accompagner les PPSMJ";"494";"P107.3.1";"Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine";"Citoyen";"Stratégique mission";"";"21776";"Indicateur de contexte : pourcentage de personnes bénéficiant d'un aménagement de peine ou d'une surveillance électronique à leur libération";"(nouveau)";"";"SSI Documenté";"%";"-";"-";"-";"nd";"30";"2015";"-";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"494";"P107.3";"Prévenir la récidive et accompagner les PPSMJ";"13041";"P107.3.2";"Pourcentage de propositions d'aménagements de peine avec avis favorable du SPIP";"Citoyen";"";"";"20791";"Pourcentage de propositions d'aménagements de peine avec avis favorable du SPIP au regard du nombre de dossiers examinés par le SPIP dans le cadre de l'article 723-15, 712-6 et 723-19 du CPP";"";"";"SSI Documenté";"%";"nd";"61,3";"59";"62";"61,1";"2015";"59,5";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"498";"P107.4";"Favoriser les conditions d'insertion professionnelle des détenus";"498";"P107.4.1";"Pourcentage de détenus bénéficiant d'une formation générale ou professionnelle";"Citoyen";"";"";"498";"Pourcentage de personnes détenues stagiaires de la formation professionnelle";"";"";"SSI Documenté";"%";"nd";"18,46";"9,2";"18,5";"15,94";"2015";"10,2";"MIN10";"Justice"
"Budget général";"Justice";"P107";"Administration pénitentiaire";"498";"P107.4";"Favoriser les conditions d'insertion professionnelle des détenus";"498";"P107.4.1";"Pourcentage de détenus bénéficiant d'une formation générale ou professionnelle";"Citoyen";"";"";"3236";"Pourcentage de personnes détenues scolarisées par l'Education Nationale";"";"";"SSI Documenté";"%";"nd";"nd";"24,2";"";"nd";"2015";"25";"MIN10";"Justice"
