"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"339";"P141.5";"Contribuer au développement de l'éducation et à la formation tout au long de la vie";"339";"P141.5.1";"Taux de certification des bénéficiaires du dispositif validation des acquis de l'expérience (VAE)";"Citoyen";"";"";"3358";"a : taux de certification totale";"";"";"SSI Documenté";"%";"66,4";"64,8";"69";"66,5";"ND";"2013";"70";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"339";"P141.5";"Contribuer au développement de l'éducation et à la formation tout au long de la vie";"339";"P141.5.1";"Taux de certification des bénéficiaires du dispositif validation des acquis de l'expérience (VAE)";"Citoyen";"";"";"3359";"b : taux de certification partielle";"";"";"SSI Documenté";"%";"23,3";"24,1";"22";"22";"ND";"2013";"22";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"343";"P141.6";"Disposer d'un potentiel d'enseignants qualitativement adapté";"12649";"P141.6.1";"Efficacité et efficience du remplacement des personnels enseignants en congés pour maladie ou maternité";"Contribuable";"";"";"7860";"Taux de remplacement (des congés pour maladie ou maternité)";"";"";"SSI Documenté";"%";"96,2";"96,2";"96,5";"97";"97,3";"2013";"96,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"343";"P141.6";"Disposer d'un potentiel d'enseignants qualitativement adapté";"12649";"P141.6.1";"Efficacité et efficience du remplacement des personnels enseignants en congés pour maladie ou maternité";"Contribuable";"";"";"8195";"Taux d'optimisation du potentiel de professeurs remplaçants";"";"(libellé modifié)";"SSI Documenté";"%";"85,9";"87,8";"89";"84";"85,2";"2013";"90";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"343";"P141.6";"Disposer d'un potentiel d'enseignants qualitativement adapté";"12876";"P141.6.2";"Pourcentage de postes spécialisés (coordonnateurs ULIS) occupés par des enseignants spécialisés ASH ou en cours de spécialisation";"Usager";"";"";"20068";"Pourcentage de postes spécialisés (coordonnateurs ULIS) occupés par des enseignants spécialisés ASH ou en cours de spécialisation";"(nouveau)";"";"SSI Documenté";"%";"83,9";"84,2";"86";"85";"86,1";"2013";"88";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"343";"P141.6";"Disposer d'un potentiel d'enseignants qualitativement adapté";"4535";"P141.6.3";"Proportion des personnels qui enseignent au collège au moins deux matières";"Contribuable";"";"";"6400";"Proportion des personnels qui enseignent au collège au moins deux matières";"";"";"SSI Documenté";"%";"11";"10,8";"11,4";"11,4";"10,7";"2013";"11,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"345";"P141.7.1";"Nombre d'académies bénéficiant d'une dotation équilibrée parmi les 30 académies";"Contribuable";"";"";"7813";"Nombre d'académies bénéficiant d'une dotation équilibrée parmi les 30";"";"";"SSI Documenté";"Nombre";"26";"24";"29";"26";"26";"2013";"30";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2548";"P141.7.2";"Part du potentiel d'enseignement consacrée à l'activité d'enseignement en classe (ou groupes)";"Contribuable";"";"";"8400";"Part du potentiel d'enseignement consacrée à l'activité d'enseignement en classe (ou groupes)";"";"";"SSI Documenté";"%";"85,4";"85,2";"86,2";"85,4";"85,9";"2013";"86,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2549";"P141.7.3";"Pourcentage d'heures d'enseignement non assurées (pour indisponibilité des locaux, absence d'enseignants non remplacés)";"Usager";"";"";"3993";"a : pour indisponibilité des locaux ou des enseignants";"";"";"SSI Documenté";"%";"2,7";"2,7";"1,8";"2,5";"2,3";"2013";"1,7";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2549";"P141.7.3";"Pourcentage d'heures d'enseignement non assurées (pour indisponibilité des locaux, absence d'enseignants non remplacés)";"Usager";"";"";"3994";"b : pour non remplacement d'enseignants absents";"";"";"SSI Documenté";"%";"2,6";"2,6";"2,1";"2,5";"2,3";"2013";"2";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3370";"Total";"";"";"SSI Documenté";"%";"8,4";"7,8";"8";"8";"7,5";"2013";"7,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3364";"collèges";"";"";"SSI Documenté";"%";"3,2";"2,9";"-";"SO";"2,8";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3365";"SEGPA";"";"";"SSI Documenté";"%";"30,2";"29,3";"-";"SO";"30,8";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3366";"LP";"";"";"SSI Documenté";"%";"19,7";"18,8";"-";"SO";"19,2";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3367";"LEGT (pré-bac)";"";"";"SSI Documenté";"%";"5,8";"4,8";"-";"SO";"4,5";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3368";"CPGE";"";"";"SSI Documenté";"%";"8";"8,1";"-";"SO";"8,4";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"345";"P141.7";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"2550";"P141.7.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"";"3369";"STS";"";"";"SSI Documenté";"%";"12,7";"12";"-";"SO";"10";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"346";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"";"346";"a : à l'école élémentaire *";"";"";"SSI NON Documenté";"%";"ND";"ND";"";"SO";"ND";"2013";"";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"346";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"";"2486";"b : au collège";"";"";"SSI Documenté";"%";"3,2";"3,2";"2,4";"3";"2,7";"2013";"2";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"346";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"";"2487";"c : au lycée d'enseignement général et technologique";"";"";"SSI Documenté";"%";"7";"6,1";"6";"6";"5,7";"2013";"5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"346";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"";"2488";"d : au lycée professionnel";"";"";"SSI Documenté";"%";"20";"14,3";"17,5";"17";"15";"2013";"16";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"347";"P230.1.2";"Proportion d'actes de violence grave signalés";"Citoyen";"";"";"10241";"a : à l'école (pour 10000 élèves)";"";"";"SSI Documenté";"‰";"3,9*";"ND";"3";"SO";"ND";"2013";"2,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"347";"P230.1.2";"Proportion d'actes de violence grave signalés";"Citoyen";"";"";"10242";"b : au collège (pour 1000 élèves)";"";"";"SSI Documenté";"‰";"12,2";"14,1";"9";"13";"15";"2013";"6";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"347";"P230.1.2";"Proportion d'actes de violence grave signalés";"Citoyen";"";"";"10243";"c : au LEGT (pour 1000 élèves)";"";"";"SSI Documenté";"‰";"4,3";"4,6";"2,5";"4,5";"5,5";"2013";"1,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"347";"P230.1.2";"Proportion d'actes de violence grave signalés";"Citoyen";"";"";"10244";"d : au LP (pour 1000 élèves)";"";"";"SSI Documenté";"‰";"17,2";"17,4";"12";"16,5";"19,6";"2013";"7,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"352";"P230.1.3";"Taux de participation des lycéens aux élections des ""Conseils des délégués pour la vie lycéenne"" (CVL)";"Citoyen";"";"";"3995";"a : en LEGT";"";"";"SSI NON Documenté";"%";"36";"36,7";"";"SO";"39,7";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"352";"P230.1.3";"Taux de participation des lycéens aux élections des ""Conseils des délégués pour la vie lycéenne"" (CVL)";"Citoyen";"";"";"3996";"b : en LP";"";"";"SSI NON Documenté";"%";"40,4";"43,7";"";"SO";"48";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"11408";"P230.1";"Faire respecter l'école et favoriser l'apprentissage de la responsabilité";"352";"P230.1.3";"Taux de participation des lycéens aux élections des ""Conseils des délégués pour la vie lycéenne"" (CVL)";"Citoyen";"";"";"4093";"Ensemble";"";"";"SSI Documenté";"%";"37";"38,2";"51";"48";"41,3";"2013";"52";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"349";"P230.2";"Promouvoir la santé des élèves";"348";"P230.2.1";"Proportion d'élèves ayant bénéficié du bilan de santé dans leur 6ème année";"Citoyen";"";"";"7983";"a : ensemble des élèves";"";"(libellé modifié)";"SSI Documenté";"%";"72*";"70,9*";"82";"74";"79,8";"2013";"85";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"349";"P230.2";"Promouvoir la santé des élèves";"348";"P230.2.1";"Proportion d'élèves ayant bénéficié du bilan de santé dans leur 6ème année";"Citoyen";"";"";"19813";"b : élèves des écoles du programme ECLAIR";"(nouveau)";"";"SSI Documenté";"%";"ND";"81*";"95";"85";"83,4";"2013";"100";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"19815";"Proportion d'élèves déclarant un niveau élevé de satisfaction globale de vie (supérieur à 6 sur 10, échelle de Cantril)";"(nouveau)";"";"SSI NON Documenté";"";"";"";"";"";"";"2013";"";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"19816";"a : élèves ne se déclarant pas porteurs de handicap";"(nouveau)";"";"SSI Documenté";"%";"83,6";"83,6";"85";"85";"81,5";"2013";"85";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"19817";"b : élèves se déclarant handicapés";"(nouveau)";"";"SSI Documenté";"%";"69,6";"69,6";"85";"71";"63,7";"2013";"85";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"20069";"Proportion d'élèves déclarant aimer beaucoup leur collège";"(nouveau)";"";"SSI Documenté";"%";"16,3";"16,3";"20";"17";"15,3";"2013";"20";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"20070";"Proportion d'élèves qui trouvent les exigences scolaires excessives";"(nouveau)";"";"SSI Documenté";"%";"21,5";"21,5";"20";"20";"15,3";"2013";"20";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"20071";"Proportion d'élèves déclarant avoir été brimé au collège au cours des deux derniers mois";"(nouveau)";"";"SSI NON Documenté";"";"";"";"";"";"";"2013";"";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"20072";"a : élèves ne se déclarant pas porteurs de handicap";"(nouveau)";"";"SSI Documenté";"%";"30,9";"30,9";"25";"28";"31,3";"2013";"25";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12646";"P230.3.1";"Qualité de vie perçue des élèves de troisième";"Citoyen";"";"";"20073";"b : élèves se déclarant handicapés";"(nouveau)";"";"SSI Documenté";"%";"52,2";"52,2";"25";"45";"48,8";"2013";"25";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12647";"P230.3.2";"Taux de couverture des prescriptions des commissions des droits et de l'autonomie des personnes handicapées pour la scolarisation des élèves handicapés";"Citoyen";"";"";"19819";"Taux de couverture des prescriptions d'accompagnement individuel";"(nouveau)";"";"SSI Documenté";"%";"90,8";"92,8";"92,5";"93,5";"93";"2013";"95";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12647";"P230.3.2";"Taux de couverture des prescriptions des commissions des droits et de l'autonomie des personnes handicapées pour la scolarisation des élèves handicapés";"Citoyen";"";"";"20074";"Pour information : nombre de prescriptions d'accompagnement individuel reçues";"(nouveau)";"";"SSI Documenté";"Nombre";"66798";"75559";"-";"";"89339";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12647";"P230.3.2";"Taux de couverture des prescriptions des commissions des droits et de l'autonomie des personnes handicapées pour la scolarisation des élèves handicapés";"Citoyen";"";"";"19823";"Taux de couverture des prescriptions de mise à disposition de matériels pédagogiques adaptés";"(nouveau)";"";"SSI Documenté";"%";"";"83,7";"95";"84,5";"86,9";"2013";"97";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"355";"P230.3";"Contribuer à l'amélioration de la qualité de vie des élèves en général et des élèves à besoins éducatifs particuliers";"12647";"P230.3.2";"Taux de couverture des prescriptions des commissions des droits et de l'autonomie des personnes handicapées pour la scolarisation des élèves handicapés";"Citoyen";"";"";"20075";"Pour information : nombre de prescriptions de mise à disposition de matériels pédagogiques adaptés reçues";"(nouveau)";"";"SSI Documenté";"Nombre";"";"18766";"-";"-";"20348";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10097";"P139.1.1";"Proportion d'élèves maîtrisant, en fin de CE1, les compétences du palier 1 du socle commun";"Citoyen";"";"";"16376";"compétence 1 : ""maîtrise de la langue française""";"";"";"SSI Documenté";"%";"81,2";"85,1";"85,5";"n.d";"n.d";"2013";"86";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10097";"P139.1.1";"Proportion d'élèves maîtrisant, en fin de CE1, les compétences du palier 1 du socle commun";"Citoyen";"";"";"16377";"compétence 2 : ""principaux éléments de mathématiques""";"";"";"SSI Documenté";"%";"83,1";"84";"85";"n.d";"n.d";"2013";"85,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10097";"P139.1.1";"Proportion d'élèves maîtrisant, en fin de CE1, les compétences du palier 1 du socle commun";"Citoyen";"";"";"16378";"compétence 3 : ""compétences sociales et civiques""";"";"";"SSI NON Documenté";"%";"n.d";"n.d";"";"n.d";"n.d";"2013";"";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10197";"compétence 1 : ""maîtrise de la langue française""";"";"";"SSI Documenté";"%";"86 (± 4,2)";"84,3 (± 3,8)";"87";"85";"87 (± 3,2)";"2013";"88";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10198";"compétence 2 : ""pratique d'une langue vivante étrangère""";"";"";"SSI Documenté";"%";"83,5 (± 5,2)";"78,3 (± 5,9)";"86";"63";"79,8 (± 4,5)";"2013";"87";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10199";"compétence 3 : ""mathématiques et culture scientifique""";"";"";"SSI Documenté";"%";"77,6 (± 4,6)";"72,6 (± 3,9)";"87";"74";"76,9 (± 3,9)";"2013";"88";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10200";"compétence 4 : ""Brevet informatique et internet école""";"";"";"SSI Documenté";"%";"90,5 (± 5,3)";"93,6 (± 3,1)";"89";"90";"95,3 (± 2,1)";"2013";"90";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10201";"compétence 5 : ""culture humaniste""";"";"";"SSI Documenté";"%";"81,8 (± 5,8)";"87,5 (± 3,5)";"81";"81";"81,4 (± 3,8)";"2013";"82";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10202";"compétence 6 : ""compétences sociales et civiques""";"";"";"SSI Documenté";"%";"91,6 (± 5,3)";"93,8 (± 2,1)";"94";"94";"94,7";"2013";"95";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"10098";"P139.1.2";"Proportion d'élèves maîtrisant, en fin de CM2, les compétences du socle commun (palier 2)";"Citoyen";"";"";"10203";"compétence 7 : ""autonomie et initiative""";"";"";"SSI Documenté";"%";"89,6 (± 3,9)";"90,5 (± 2,6)";"91";"91";"92,8 (± 1,7)";"2013";"92";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"2630";"P139.1.3";"Proportion d'élèves maîtrisant, en fin d'école primaire, les compétences de base en français et en mathématiques";"Citoyen";"Indicateur de mission";"";"3539";"en français";"";"";"SSI Documenté";"%";"91,7 (± 2,2)";"89,1 (± 2,6)";"94";"";"91,3 (± 1,9)";"2013";"95";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"2630";"P139.1.3";"Proportion d'élèves maîtrisant, en fin d'école primaire, les compétences de base en français et en mathématiques";"Citoyen";"Indicateur de mission";"";"3540";"en mathématiques";"";"";"SSI Documenté";"%";"93,7 (± 1,8)";"93,4 (±1,8)";"96";"";"93,7 (± 1,8)";"2013";"97";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"2632";"P139.1.4";"Proportion d'élèves venant du privé et entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"4413";"Total";"";"";"SSI Documenté";"%";"10,4";"9,5";"8,5";"8,5";"9,2";"2013";"8";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"2632";"P139.1.4";"Proportion d'élèves venant du privé et entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"4414";"a- dont ayant un an de retard";"";"";"SSI Documenté";"%";"10,1";"9,2";"8";"8";"9";"2013";"7";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"2632";"P139.1.4";"Proportion d'élèves venant du privé et entrant en sixième avec au moins un an de retard";"Citoyen";"";"";"4415";"b- dont ayant 2 ans de retard ou plus";"";"";"SSI Documenté";"%";"0,3";"0,3";"0,2";"0,2";"0,2";"2013";"0,2";"MIN06";"Éducation nationale, jeunesse et vie associative"
