"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2011";"Réalisation.2012";"Prévision.2013.PAP.2013";"Prévision.2013.PAP.2014";"Réalisation.2013";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10952";"P141.1.5";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA)";"Citoyen";"";"";"12493";"10. Irlande";"";"";"SSI Documenté";"%";"17,2";"9,6";"nd";"s.o";"n.d";"2015";"nd";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"323";"P141.1.6";"Taux d'accès à un bac général ou technologique des élèves de 2nde générale et technologique (GT)";"Citoyen";"";"";"8407";"Taux d'accès à un bac général ou technologique des élèves de 2nde GT";"";"";"SSI Documenté";"%";"87,3";"87,5";"88,5";"88,5";"89,5";"2015";"89,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"20692";"Taux d'accès au diplôme de CAP des élèves de première année de CAP - par la voie scolaire";"(nouveau)";"";"SSI Documenté";"%";"67,4";"68";"68,5";"68,5";"69,6";"2015";"69";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"20693";"Taux d'accès au diplôme de CAP des élèves de 1ère année de CAP - par apprentissage";"(nouveau)";"";"SSI Documenté";"%";"60,8";"61,2";"62,5";"62";"n.d";"2015";"63";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"8404";"Taux d'accès au baccalauréat professionnel des élèves de seconde professionnelle - par la voie scolaire";"";"";"SSI Documenté";"%";"63,1";"61,9";"64,5";"63";"64,8";"2015";"65";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"20695";"Taux d'accès au baccalauréat professionnel des élèves de seconde professionnelle - par apprentissage";"(nouveau)";"";"SSI Documenté";"%";"s.o";"41,8";"56,5";"56,5";"n.d";"2015";"57";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"20696";"Taux d'accès au BTS des élèves de première année de BTS - par la voie scolaire";"(nouveau)";"";"SSI Documenté";"%";"70,7";"n.d";"71,5";"71,5";"71,6";"2015";"72";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.7";"Taux d'accès à un CAP, un baccalauréat professionnel ou un BTS des élèves et apprentis de 1ère année des cycles de formation correspondants";"Citoyen";"";"";"20697";"Taux d'accès au BTS des élèves de première année de BTS - par apprentissage";"(nouveau)";"";"SSI Documenté";"%";"63,6";"66,8";"66";"64";"n.d";"2015";"68";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.8";"Proportions d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"7989";"1. Parmi les élèves de terminale";"";"";"SSI Documenté";"%";"44";"44,4";"45";"s.o";"45,2";"2015";"46";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.8";"Proportions d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"12514";"2. Part des filles dans ces terminales scientifiques et techniques";"";"";"SSI Documenté";"%";"39,7";"41";"40,5";"s.o";"41,2";"2015";"41";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.8";"Proportions d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"13214";"pour info : part des filles en terminale S";"";"";"SSI Documenté";"%";"45,3";"46";"s.o";"s.o";"46,2";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.8";"Proportions d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"13215";"pour info : part des filles en terminale STI";"";"";"SSI Documenté";"%";"10,4";"6,5";"s.o";"7,5";"7,2";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.8";"Proportions d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"13216";"pour info : part des filles en terminale STL";"";"";"SSI Documenté";"%";"56,1";"57,4";"s.o";"s.o";"57,1";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.9";"Taux de redoublement";"Usager";"";"";"6835";"en 6ème";"";"";"SSI Documenté";"%";"2,8";"2,6";"1,5";"2";"1,9";"2015";"1";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.9";"Taux de redoublement";"Usager";"";"";"6836";"en 5ème";"";"";"SSI Documenté";"%";"1,5";"1,4";"1";"1,2";"0,9";"2015";"0,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.9";"Taux de redoublement";"Usager";"";"";"6837";"en 4ème";"";"";"SSI Documenté";"%";"2,1";"1,8";"1";"1,5";"1,3";"2015";"1";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.9";"Taux de redoublement";"Usager";"";"";"6838";"en 3ème";"";"";"SSI Documenté";"%";"3,7";"3,5";"2,5";"3";"3";"2015";"2";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.9";"Taux de redoublement";"Usager";"";"";"6839";"en 2nde générale et technologique";"";"";"SSI Documenté";"%";"8,8";"8,3";"7";"7,8";"7,5";"2015";"6,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"12648";"P141.1.10";"Proportion d'élèves entrant en 3ème avec au moins un an de retard";"Citoyen";"";"";"19820";"Total";"";"";"SSI Documenté";"%";"26,5";"24,1";"24";"22,9";"22,1";"2015";"22";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"12648";"P141.1.10";"Proportion d'élèves entrant en 3ème avec au moins un an de retard";"Citoyen";"";"";"19821";"Un an de retard";"";"";"SSI Documenté";"%";"24";"21,9";"22,5";"21";"20,3";"2015";"21,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"12648";"P141.1.10";"Proportion d'élèves entrant en 3ème avec au moins un an de retard";"Citoyen";"";"";"19822";"Deux ans de retard ou plus";"";"";"SSI Documenté";"%";"2,5";"2,2";"1,5";"1,9";"1,8";"2015";"0,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"317";"P141.2.1";"Réussite des élèves issus de familles appartenant aux PCS défavorisées";"Citoyen";"";"";"21040";"1. Taux d'accès au baccalauréat des enfants de familles appartenant aux PCS défavorisées (total)";"(nouveau)";"";"SSI Documenté";"%";"66,4";"76,4";"68,7";"69";"68,9";"2015";"70";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"317";"P141.2.1";"Réussite des élèves issus de familles appartenant aux PCS défavorisées";"Citoyen";"";"";"7876";"Pour information : au baccalauréat général";"";"";"SSI Documenté";"%";"20,4";"21,2";"s.o";"s.o.";"21,5";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"317";"P141.2.1";"Réussite des élèves issus de familles appartenant aux PCS défavorisées";"Citoyen";"";"";"20698";"Pour information : au baccalauréat technologique";"(nouveau)";"";"SSI Documenté";"%";"16,8";"16,6";"s.o";"s.o.";"16";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"317";"P141.2.1";"Réussite des élèves issus de familles appartenant aux PCS défavorisées";"Citoyen";"";"";"20699";"Pour information : au baccalauréat professionnel";"(nouveau)";"";"SSI Documenté";"%";"29,2";"38,6";"s.o";"s.o.";"31,4";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"317";"P141.2.1";"Réussite des élèves issus de familles appartenant aux PCS défavorisées";"Citoyen";"";"";"12576";"2. Proportion d'enfants de familles appartenant aux PCS défavorisées parmi les élèves de CPGE";"";"";"SSI Documenté";"%";"11,6";"11,5";"12,5";"12";"11,6";"2015";"13";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17837";"1. Ecart ECLAIR - hors EP en langue française";"";"";"SSI Documenté";"écart";"-32 (±5,4)";"-27,1 (± 5,5)";"-30";"s.o";"-23,9 (± 4)";"2015";"-26";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17838";"2. Ecart ECLAIR - hors EP pour les principaux éléments de mathématiques, culture scientifique et technologique";"";"";"SSI Documenté";"écart";"n.d";"-29,9 (± 5,5)";"-24";"s.o";"-28,9 (± 4)";"2015";"-22";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17839";"3. Ecart RRS - hors EP en langue française";"";"";"SSI Documenté";"écart";"-13,6 (± 7,1)";"-10,6 (± 4,8)";"-11";"s.o";"-10,4 (± 3,3)";"2015";"-9";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17840";"4. Ecart RRS - hors EP pour les principaux éléments de mathématiques, culture scientifique et technologique";"";"";"SSI Documenté";"écart";"n.d";"-15,4 (± 5,4)";"-10";"s.o";"-12,7 (± 3,5)";"2015";"-8";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17841";"5. Pour information : pourcentage d'élèves maîtrisant la langue française en ECLAIR";"";"";"SSI Documenté";"%";"46,7 (± 5,4)";"51,8 (± 4)";"s.o";"53";"56,7 (± 3,5)";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17842";"6. Pour information : pourcentage d'élèves maîtrisant les principaux éléments de mathématiques, culture scientifique et technologique, en ECLAIR";"";"";"SSI Documenté";"%";"n.d";"45,4 (± 3,6)";"s.o";"46";"51,5 (± 3,4)";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17843";"7. Pour information : pourcentage d'élèves maîtrisant la langue française en RRS (Réseaux de réussite scolaire)";"";"";"SSI Documenté";"%";"65,1 (± 5,6)";"68,3 (± 3)";"s.o";"70";"70,1 (± 2,6)";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"10096";"P141.2.2";"Écarts des pourcentages d'élèves maîtrisant, en fin de troisième, les compétences 1 et 3 du socle commun (palier 3) entre ECLAIR et hors Éducation prioritaire et entre Réseaux de réussite scolaire et hors Éducation prioritaire";"Citoyen";"";"";"17844";"8. Pour information : pourcentage d'élèves maîtrisant les principaux éléments de mathématiques, culture scientifique et technologique, en RRS";"";"";"SSI Documenté";"%";"n.d";"59,9 (± 3,4)";"s.o";"62";"67,7 (± 2,7)";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"329";"P141.2.3";"Écart des taux de réussite au brevet, en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"17849";"1. Ecart ECLAIR - hors EP";"";"";"SSI Documenté";"écart";"-12,2";"-11,9";"-11,5";"-11,5";"-11,5";"2015";"-10,5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"329";"P141.2.3";"Écart des taux de réussite au brevet, en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"17850";"2. Ecart RRS - hors EP";"";"";"SSI Documenté";"écart";"-7,8";"-7,2";"-7";"-7";"-7,3";"2015";"-6";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"329";"P141.2.3";"Écart des taux de réussite au brevet, en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"18073";"Pour information : réussite au DNB en ECLAIR";"";"";"SSI Documenté";"%";"71,1";"72,9";"-";"s.o";"72,9";"2015";"-";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"329";"P141.2.3";"Écart des taux de réussite au brevet, en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"18074";"Pour information : réussite au DNB en RRS";"";"";"SSI Documenté";"%";"75,5";"77,7";"-";"s.o";"77,2";"2015";"-";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"330";"P141.2.4";"Écart des taux d'encadrement en collège (Élèves par division) en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"10188";"écart ECLAIR - hors EP";"";"";"SSI Documenté";"E / D";"-4,2";"-4";"-4,6";"-4,2";"-4";"2015";"-5";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"330";"P141.2.4";"Écart des taux d'encadrement en collège (Élèves par division) en ECLAIR - hors EP et en RRS - hors EP";"Citoyen";"";"";"10189";"écart RRS - hors EP";"";"";"SSI Documenté";"E / D";"-2,8";"-2,7";"-2,3";"-2,5";"-2,7";"2015";"-2";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"332";"P141.2.5";"Évolution de la scolarisation des élèves handicapés du second degré";"Citoyen";"";"";"20066";"Taux de couverture des notifications d'affectation en ULIS";"";"";"SSI Documenté";"%";"92,1";"89,6";"93";"91";"89,6";"2015";"95";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"332";"P141.2.5";"Évolution de la scolarisation des élèves handicapés du second degré";"Citoyen";"";"";"20067";"Pour information : Nombre de notifications d'affectation en ULIS";"";"";"SSI Documenté";"Nombre";"20855";"24596";"s.o";"s.o.";"27561";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"332";"P141.2.5";"Évolution de la scolarisation des élèves handicapés du second degré";"Citoyen";"";"";"17851";"Pour information : Proportion d'élèves handicapés parmi les élèves de collège";"";"";"SSI Documenté";"%";"2,1";"2,3";"s.o";"s.o.";"2,5";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"332";"P141.2.5";"Évolution de la scolarisation des élèves handicapés du second degré";"Citoyen";"";"";"17852";"Pour information : Proportion d'élèves handicapés parmi les élèves de LEGT";"";"";"SSI Documenté";"%";"0,4";"0,5";"s.o";"s.o.";"0,6";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"328";"P141.2";"Accroître la réussite scolaire des élèves issus de familles appartenant aux PCS défavorisées, en zones difficiles et des élèves à besoins éducatifs particuliers";"332";"P141.2.5";"Évolution de la scolarisation des élèves handicapés du second degré";"Citoyen";"";"";"17853";"Pour information : Proportion d'élèves handicapés parmi les élèves de LP";"";"";"SSI Documenté";"%";"1,5";"1,7";"s.o";"s.o.";"1,9";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"335";"P141.3.1";"Taux de poursuite des nouveaux bacheliers dans l'enseignement supérieur";"Citoyen";"";"";"8218";"Taux de poursuite des nouveaux bacheliers dans l'enseignement supérieur.";"";"";"SSI Documenté";"%";"74,6";"72";"80";"76";"n.d";"2015";"82";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"335";"P141.3.1";"Taux de poursuite des nouveaux bacheliers dans l'enseignement supérieur";"Citoyen";"";"";"16224";"Taux de poursuite des filles";"";"";"SSI Documenté";"%";"75,6";"74,8";"s.o";"s.o.";"n.d";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"335";"P141.3.1";"Taux de poursuite des nouveaux bacheliers dans l'enseignement supérieur";"Citoyen";"";"";"16225";"Taux de poursuite des garçons";"";"";"SSI Documenté";"%";"73,5";"69,1";"s.o";"s.o.";"n.d";"2015";"s.o";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"336";"P141.3.2";"Taux de poursuite des bacheliers technologiques vers un BTS ou vers un DUT";"Citoyen";"";"";"8413";"Taux de poursuite des bacheliers technologiques vers un BTS";"";"";"SSI Documenté";"%";"42";"40,7";"44";"44";"38,4";"2015";"46";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"336";"P141.3.2";"Taux de poursuite des bacheliers technologiques vers un BTS ou vers un DUT";"Citoyen";"";"";"17854";"Taux de poursuite des bacheliers technologiques vers un DUT";"";"";"SSI Documenté";"%";"9,6";"9,6";"14";"11";"n.d";"2015";"20";"MIN06";"Éducation nationale"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"336";"P141.3";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"12177";"P141.3.3";"Taux de poursuite des bacheliers professionnels vers un BTS";"Citoyen";"";"";"17855";"Taux de poursuite des bacheliers professionnels vers un BTS";"";"";"SSI Documenté";"%";"18,8";"19,3";"20";"20";"22,1";"2015";"22";"MIN06";"Éducation nationale"
