Type de Mission;Mission;COD_PGM;Programme;Numéro Objectif;Objectif;Numéro indicateur;Indicateur;type indicateur;Stratégique au niveau mission?;Sous-indicateur;Unité;Réalisation 2013;Réalisation 2014;Prévision 2015 PAP 2015;Prévision 2015 PAP 2016;Réalisation 2015;Année cible;Valeur cible;Code Ministère LFI 2015;Ministère LFI 2015
Budget général;Justice;;;MJA.2 (P107.1);Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;Stratégique mission;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine (Placements sous surveillance électronique/Placements extérieurs/Semi-liberté);%;22;21,4;23;23;21,3;2017;24;;
Budget général;Justice;;;MJA.2 (P107.1);Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;Stratégique mission;Indicateur de contexte : pourcentage de PSE dans le nombre total d'aménagements de peines (PSE, PE et SL);%;78;78,5;78;79;79,4;2017;78;;
Budget général;Justice;;;MJA.2 (P107.1);Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;Stratégique mission;Indicateur de contexte : pourcentage de personnes bénéficiant d'un aménagement de peine ou d'une surveillance électronique à leur libération;%;-;30;nd;31;nd;2017;nd;;
Budget général;Justice;;;MJA.3;Améliorer les conditions de détention des personnes sous main de justice ainsi que les conditions de sécurité et de travail des personnels pénitentiaires;P107.2.1;Taux d'occupation des places en maison d'arrêt;Citoyen;Stratégique mission;Taux d'occupation des places en maison d'arrêt;%;134;134;135;135;134;2017;133;;
Budget général;Justice;;;MJA.4 (P182.1);Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.3;Part des jeunes âgés de moins de 17 ans à la clôture d'une mesure pénale qui n'ont ni récidivé, ni réitéré dans l'année qui a suivi;Citoyen;Stratégique mission;Rapport entre le nombre de jeunes qui dans l'année qui suit la sortie de la mesure n'ont ni récidivé, ni réitéré et le total des jeunes pris en charge dans les services de la PJJ au pénal sortis en N-1;%;80;NC;85;80;NC;2017;85;;
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Cour de Cassation;Mois;15,2;15,5;15,3;15,4;15,7;2017;15,3;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Tribunaux de grande instance;Mois;10,5;10,7;10,3;10,7;10,8;2017;10;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Cours d'appel;Mois;12,6;12,9;12,3;12,8;13,4;2017;12;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;TGI : juge des enfants (assistance éducative);Mois;2,5;2,4;2,2;2,4;ND;2017;2;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Tribunaux d'instance (dont justice de proximité);Mois;6,4;5,8;6,2;5,8;5,9;2017;5,8;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Conseils de prud'hommes;Mois;13,7;15,7;13,3;15,5;16,6;2017;13;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;;Tribunaux de commerce;Mois;8,8;8,5;8,4;8,4;8,4;2017;8;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.2;Pourcentage des juridictions dépassant de 15% le délai moyen de traitement (cible) des procédures civiles;Usager;;Cours d'appel;%;18;15;15;15;37;2017;12;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.2;Pourcentage des juridictions dépassant de 15% le délai moyen de traitement (cible) des procédures civiles;Usager;;Tribunaux de grande instance;%;18;30;17;27;27;2017;15;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.2;Pourcentage des juridictions dépassant de 15% le délai moyen de traitement (cible) des procédures civiles;Usager;;Tribunaux d'instance;%;22;14;20;14;15;2017;17;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.3;Délai moyen de traitement des procédures pénales;Usager;;Cour de Cassation;jours;169;175;170;173;182;2017;170;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.3;Délai moyen de traitement des procédures pénales;Usager;;Autres juridictions : crimes (dont Mineurs);mois;37,9;ND;35.8;37,7;ND;2017;35.5;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.3;Délai moyen de traitement des procédures pénales;Usager;;Autres juridictions : crimes (Mineurs uniquement);mois;ND;ND;21.5;21,5;ND;2017;21.5;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.3;Délai moyen de traitement des procédures pénales;Usager;;Autres juridictions : délits (dont Mineurs);mois;12,8;ND;12.4;12,6;ND;2017;12.2;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.3;Délai moyen de traitement des procédures pénales;Usager;;Autres juridictions : délits (Mineurs uniquement);mois;19,7;ND;18.2;19,2;ND;2017;18.0;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.4;Nombre d'affaires civiles traitées par magistrat du siège;Contribuable;;Cour de Cassation;Nombre;108;107;110;110;98;2017;110;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.4;Nombre d'affaires civiles traitées par magistrat du siège;Contribuable;;Cours d'appel;Nombre;290;302;258;305;ND;2017;254;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.4;Nombre d'affaires civiles traitées par magistrat du siège;Contribuable;;Tribunaux de grande instance;Nombre;664;678;474;685;ND;2017;470;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.4;Nombre d'affaires civiles traitées par magistrat du siège;Contribuable;;TGI : juge des enfants (mesures en matière d'assistance éducative);Nombre;1450;1444;1460;1450;ND;2017;1480;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.4;Nombre d'affaires civiles traitées par magistrat du siège;Contribuable;;Tribunaux d'instance (dont justice de proximité);Nombre;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.5;Nombre d'affaires pénales traitées par magistrat du siège et du parquet;Contribuable;;Cour de Cassation;Nombre;193;217;198;195;196;2017;205;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.5;Nombre d'affaires pénales traitées par magistrat du siège et du parquet;Contribuable;;Cours d'appel (magistrat du siège);Nombre;268;277;355;280;ND;2017;365;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.5;Nombre d'affaires pénales traitées par magistrat du siège et du parquet;Contribuable;;Cours d'appel (magistrats du parquet);Nombre;379;401;ND;403;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.5;Nombre d'affaires pénales traitées par magistrat du siège et du parquet;Contribuable;;Tribunaux de grande instance (magistrat du siège);Nombre;848;851;525;855;ND;2017;530;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.5;Nombre d'affaires pénales traitées par magistrat du siège et du parquet;Contribuable;;Tribunaux de grande instance (magistrats du parquet);Nombre;970;1125;1030;1130;1035;2017;1035;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Cour de Cassation (civil);Nombre;273;281;285;275;253;2017;290;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Cour de Cassation (pénal);;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Cours d'appel (civil);Nombre;211;216;322;218;ND;2017;325;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Cours d'appel (pénal);Nombre;137;139;ND;141;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Tribunaux de grande instance (civil);Nombre;236;240;322;242;ND;2017;325;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Tribunaux de grande instance (pénal);Nombre;101;97;ND;100;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Tribunaux d'instance (dont justice de proximité) civil;Nombre;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.6;Nombre d'affaires civiles et pénales traitées par fonctionnaire;Contribuable;;Tribunaux d'instance (dont justice de proximité) pénal;Nombre;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.7;Taux de cassation (affaires civiles et pénales);Usager;;Taux de cassation des décisions civiles rendues en appel;%;2.65;2,1;2.2;2,2;ND;2017;2.0;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.1;Améliorer la qualité et l'efficacité de la justice;P166.1.7;Taux de cassation (affaires civiles et pénales);Usager;;Taux de cassation des décisions pénales rendues en appel;%;0.56;0,48;0.43;0,45;ND;2017;0.40;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.1;Taux d'alternatives aux poursuites (TGI);Citoyen;;Avec les mesures de rappel à la loi;%;43,9;43,6;44.5;44;42,3;2017;45.5;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.1;Taux d'alternatives aux poursuites (TGI);Citoyen;;Hors mesures de rappel à la loi;%;24,8;24,1;26.0;25;25,6;2017;28.0;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.1;Taux d'alternatives aux poursuites (TGI);Citoyen;;Justice des mineurs (y compris les mesures de rappel à la loi);%;60,1;60,5;61.5;61;58;2017;63.0;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.2;Délai moyen de transmission des décisions au Casier judiciaire national;Usager;;Cours d'appel;mois;5.2;4,4;5.1;4,3;4,8;2017;4.7;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.2;Délai moyen de transmission des décisions au Casier judiciaire national;Usager;;Tribunaux de grande instance;mois;5.0;4,3;4.9;4,2;4,2;2017;4.7;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Emprisonnement ferme (jugements contradictoires);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Travail d'intérêt général (jugements contradictoires);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Sursis avec mise à l'épreuve (jugements contradictoires);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Amende (jugements contradictoires);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Emprisonnement ferme (jugements contradictoires à signifier);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Sursis avec mise à l'épreuve (jugements contradictoires à signifier);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.3;Taux de mise à exécution;Citoyen;;Amende (jugements contradictoires à signifier);%;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Emprisonnement ferme (jugements contradictoires);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Travail d'intérêt général (jugements contradictoires);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Sursis avec mise à l'épreuve (jugements contradictoires);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Amende (jugements contradictoires);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Emprisonnement ferme (jugements contradictoires à signifier);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Sursis avec mise à l'épreuve (jugements contradictoires à signifier);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.2;Rendre plus efficaces la réponse pénale, l'exécution et l'aménagement des peines;P166.2.4;Délai moyen de mise à exécution;Citoyen;;Amende (jugements contradictoires à signifier);Mois;ND;ND;ND;ND;ND;2017;ND;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.3;Moderniser la gestion de la justice;P166.3.1;Dépense moyenne de frais de justice par affaire faisant l'objet d'une réponse pénale;Contribuable;;Dépense moyenne de frais de justice par affaire faisant l'objet d'une réponse pénale;€;342;334;310;317;352;2017;280;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.3;Moderniser la gestion de la justice;P166.3.2;Nombre d'échanges dématérialisés des juridictions avec leurs partenaires;Contribuable;;Nombre d'échanges dématérialisés avec les avocats;Nombre;ND;ND;11 000 000;11 000 000;ND;2017;12 000 000;MIN10;Justice
Budget général;Justice;P166;Justice judiciaire;P166.3;Moderniser la gestion de la justice;P166.3.2;Nombre d'échanges dématérialisés des juridictions avec leurs partenaires;Contribuable;;Nombre de procédures pénales adressées par les services d'enquêtes par la voie des échanges inter-applicatifs;Nombre;1 196 920;1 745 106;ND;1 750 000;1 652 739;2017;ND;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine (Placements sous surveillance électronique/Placements extérieurs/Semi-liberté);%;22;21,4;23;23;21,3;2017;24;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;;Indicateur de contexte : pourcentage de PSE dans le nombre total d'aménagements de peines (PSE, PE et SL);%;78;78,5;78;79;79,4;2017;78;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'un aménagement de peine;Citoyen;;Indicateur de contexte : pourcentage de personnes bénéficiant d'un aménagement de peine ou d'une surveillance électronique à leur libération;%;-;30;nd;31;nd;2017;nd;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.2;Mesure de l'activité des services pénitentiaires d'insertion et de probation;Citoyen;;Pourcentage de propositions d'aménagements de peine avec avis favorable du SPIP au regard du nombre de dossiers examinés par le SPIP dans le cadre de l'article 723-15, 712-6 et 723-19 du CPP;%;61,3;61,1;63;75;73,1;2017;65;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.2;Mesure de l'activité des services pénitentiaires d'insertion et de probation;Citoyen;;"Taux de PPSMJ condamnées à un SME ""peine mixte"" dont la prise en charge par le SPIP a été réalisée dans les délais de convocation";%;81;82;83;83;82,6;2017;85;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.3;Pourcentage de détenus bénéficiant d'une formation générale ou professionnelle;Citoyen;;Pourcentage de personnes détenues stagiaires de la formation professionnelle;%;18,46;15,94;18,50;15,5;nd;2017;20;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.3;Pourcentage de détenus bénéficiant d'une formation générale ou professionnelle;Citoyen;;Indicateur de contexte: nombre d'heures stagiaires de la formation professionnelle (heures stagiaires);heures;3 270 161;3 040 440;nd;nd;nd;2017;nd;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.3;Pourcentage de détenus bénéficiant d'une formation générale ou professionnelle;Citoyen;;Nombre d'heures professeurs de l'Education Nationale pour 100 détenus;;21,15;21,6;21,15;21,6;21,7;2017;21,15;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.4;Pourcentage de détenus à l'intérieur des établissements bénéficiant d'une activité rémunérée (travail et formation professionnelle);Citoyen;;Pourcentage de détenus bénéficiant d'une activité rémunérée (travail et formation professionnelle);%;29,5;28,5;29,5;28,5;nd;2017;30;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.4;Pourcentage de détenus à l'intérieur des établissements bénéficiant d'une activité rémunérée (travail et formation professionnelle);Citoyen;;Indicateur de contexte: masse salariale des activités de production à l'intérieur des établissements pénitentiaires (en brut);M€;37,5;37,5;36;36;nd;2017;36,5;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.4;Pourcentage de détenus à l'intérieur des établissements bénéficiant d'une activité rémunérée (travail et formation professionnelle);Citoyen;;Indicateur de contexte : masse salariale du service général (en net);M€;24;23,9;nd;nd;nd;2017;nd;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.1;Favoriser la réinsertion;P107.1.5;Pourcentage de personnes condamnées à un SME ayant respecté l'obligation d'indemniser les victimes;Citoyen;;Pourcentage de personnes condamnées à un SME ayant respecté l'obligation d'indemniser les victimes;%;54,5;53,3;58;55;52,5;2017;59;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.1;Taux d'occupation des places en maison d'arrêt;Citoyen;;Taux d'occupation des places en maison d'arrêt;%;134;134;135;135;134;2017;133;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.2;Nombre de détenus par cellule;Citoyen;;Nombre de détenus par cellule;Nombre;1,36;1,35;1,31;1,29;1,33;2017;1,3;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.3;"Taux d'établissements pénitentiaires labellisés dans le processus de ""prise en charge et accompagnement des personnes détenues""";Citoyen;;"Taux d'établissements pénitentiaires labellisés dans le processus de ""prise en charge et accompagnement des personnes détenues""";%;95,2;100;100;100;100;2017;100;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.4;Taux de places spécialisées créées depuis 2008;Citoyen;;Taux de places spécialisées créées depuis 2008 / nombre total de places créées depuis 2008;%;9,73;14,03;12,42;13,23;13,13;2017;12,4;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.5;Taux d'occupation des structures dédiées au maintien des liens familiaux;Citoyen;;Taux d'occupation des UVF;%;72;72;74;74;65;2017;78;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.2;Améliorer les conditions de détention des personnes sous main de justice et les conditions de travail des personnels pénitentiaires;P107.2.5;Taux d'occupation des structures dédiées au maintien des liens familiaux;Citoyen;;Taux d'occupation des parloirs familiaux;%;62;62;64;64;52;2017;69;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.3;Renforcer la sécurité des établissements pénitentiaires;P107.3.1;Nombre d'évasions pour 10 000 détenus (sous garde pénitentiaire directe/hors de l'établissement);Citoyen;;Taux d'évasions sous garde pénitentiaire directe ou en sorties sous escorte;Ratio;10,1;10,1;< 3;< 10;5,3;2017;< 3;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.3;Renforcer la sécurité des établissements pénitentiaires;P107.3.1;Nombre d'évasions pour 10 000 détenus (sous garde pénitentiaire directe/hors de l'établissement);Citoyen;;Taux d'évasions sous garde pénitentiaire directe ou en sorties sous escorte de détenu particulièrement signalé;Ratio;0;0;< 1;< 1;0;2017;< 1;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.3;Renforcer la sécurité des établissements pénitentiaires;P107.3.2;Taux d'incidents pour 10 000 détenus;Citoyen;;Taux d'agressions contre un personnel ayant entrainé une interruption temporaire de travail;Ratio;21,5;22,0;18,5;21,2;31,9;2017;< 16;MIN10;Justice
Budget général;Justice;P107;Administration pénitentiaire;P107.3;Renforcer la sécurité des établissements pénitentiaires;P107.3.2;Taux d'incidents pour 10 000 détenus;Citoyen;;Taux d'agressions contre le personnel;%;2 977;2 952;< 2 678;< 2 678;3 029;2017;< 2 469;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.1;Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.1;Délais de prise en charge (imputables aux services du secteur public et du secteur associatif habilité);Usager;;Mesures de milieu ouvert et MJIE;jours;11;12;9;10;11;2017;<9;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.1;Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.1;Délais de prise en charge (imputables aux services du secteur public et du secteur associatif habilité);Usager;;Mesures de milieu ouvert et MJIE pénales soumises au délai à 5 jours (ord. 45, art.12-3°);jours;SO;10;5;8;9;2017;<5;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.1;Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.2;Taux d'inscription des mineurs pris en charge dans un dispositif d'insertion sociale et professionnelle ou de formation;Usager;;Nombre de jeunes (hors investigation, TIG et réparations) inscrits dans un dispositif d'insertion sociale et professionnelle ou de formation / nombre total de jeunes pris en charge;%;74;72;90;NC;74;2017;90;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.1;Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.3;Part des jeunes âgés de moins de 17 ans à la clôture d'une mesure pénale qui n'ont ni récidivé, ni réitéré dans l'année qui a suivi;Citoyen;;Rapport entre le nombre de jeunes qui dans l'année qui suit la sortie de la mesure n'ont ni récidivé, ni réitéré et le total des jeunes pris en charge dans les services de la PJJ au pénal sortis en N-1;%;80;NC;85;80;NC;2017;85;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.1;Garantir une aide à la décision efficace et améliorer la qualité des prises en charge éducatives des mineurs;P182.1.4;Taux de réalisation d'audits des établissements et services conjoints;Usager;;Rapport entre le nombre d'audits réalisés conjointement avec les Conseils généraux et le nombre d'établissements et services prenant en charge des mineurs en danger devant être audités dans l'année;%;20;;25;;20;2017;33;MIN10;Justice
Budget général;Justice;P182;Protection judiciaire de la jeunesse;P182.2;Optimiser l'emploi des moyens humains, financiers et matériels;P182.2.1;Taux d'occupation des établissements;Contribuable;;Taux d'occupation des Etablissements de placement éducatif EPE-UEHC secteurs public et associatif;%;68;67;75;70;69;2017;80;MIN10;Justice
