GESTION;2016;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;;;;;;51 366 744;11 382 054;62 748 798
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;;;740 000 000;;;;;740 000 000
23;Écologie, développement durable et énergie;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;;;9 849 897;;;814 988 410;;824 838 307
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;03;Régime de retraite du personnel de la SNCF;;;;;;3 266 461 732;;3 266 461 732
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;04;Régime de retraite du personnel de la RATP;;;;;;636 600 000;;636 600 000
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;;;;;;163 014 935;;163 014 935
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;01;Développement des infrastructures routières;;;56 495 616;;519 165 724;43 032 186;;618 693 526
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;10;Infrastructures de transports collectifs et ferroviaires;;;4 154 739;;11 348 456;2 572 697 796;;2 588 200 991
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;11;Infrastructures fluviales, portuaires et aéroportuaires;;;247 444 363;;5 013 421;73 894 506;;326 352 290
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;12;Entretien et exploitation du réseau routier national;;;237 040 202;;487 633 464;18 639 419;;743 313 085
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;13;Soutien, régulation, contrôle et sécurité des services de transports terrestres;;;3 168 130;;4 377 435;45 666 368;;53 211 933
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;14;Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens;;;18 468;;;26 628 185;;26 646 653
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;15;Stratégie et soutien;;;44 390 090;;2 081 107;3 593 814;0;50 065 011
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;01;Sécurité et sûreté maritimes;;;18 138 422;;3 812 127;4 446 804;;26 397 353
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;02;Gens de mer et enseignement maritime;;;19 542 393;;;7 325 717;;26 868 110
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;03;Flotte de commerce;;;1 544;;;62 689 587;;62 691 131
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;04;Action interministérielle de la mer;;;6 995 886;;1 400 926;329 570;;8 726 382
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;05;Soutien au programme;;;8 897 988;;365 944;16 000;;9 279 932
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;06;Gestion durable des Pêches et de  l'Aquaculture;;;7 894 423;;;16 334 308;;24 228 731
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;01;Stratégie, expertise et études en matière de développement durable;;;221 070 864;;191 346;9 001 925;;230 264 135
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;02;Fonction juridique;;;1 303 514;;;;;1 303 514
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;03;Politique et programmation de l'immobilier et des moyens de fonctionnement;;;140 257 637;;2 878 974;60 800;;143 197 411
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;04;Politique et gestion des systèmes d'information et des réseaux informatiques;;;17 019 193;;2 978 373;;;19 997 566
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;05;Politique des ressources humaines et formation;;131 154 525;73 579 407;;144 281;1 804 243;;206 682 456
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;06;Action européenne et internationale;;;382 602;;;17 498 077;;17 880 679
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";;632 757 659;1 193;;;;;632 758 852
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";;586 206 289;;;;;;586 206 289
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;09;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";;36 498 523;;;;;;36 498 523
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";;197 145 019;;;;;;197 145 019
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";;239 965 184;;;;;;239 965 184
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;15;Personnels relevant du ministère du logement et de l'égalité des territoires;;594 283 681;;;;;;594 283 681
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";;234 372 966;;;;;;234 372 966
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;18;Personnels relevant de programmes d'autres ministères;;6 260 683;;;;;;6 260 683
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;22;Personnels transférés aux collectivités territoriales;;49 984 669;;;;;;49 984 669
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";;56 838 851;;;;;;56 838 851
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;24;Personnels oeuvrant dans le domaine des transports aériens;;1 961 160;;;;;;1 961 160
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;25;Commission nationale du débat public;;1 249 520;657 283;;;24 999;;1 931 802
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;1 141 162;432 294;;;534;;1 573 990
23;Écologie, développement durable et énergie;345;Service public de l'énergie;01;Solidarité avec les zones non interconnectées au réseau métropolitain;;;;;;1 051 106 543;;1 051 106 543
23;Écologie, développement durable et énergie;345;Service public de l'énergie;02;Protection des consommateurs en situation de précarité énergétique;;;2 787 110;;;327 773 094;;330 560 204
23;Écologie, développement durable et énergie;345;Service public de l'énergie;03;Soutien à la cogénération;;;;;;468 786 234;;468 786 234
23;Écologie, développement durable et énergie;345;Service public de l'énergie;05;Frais de support;;;;;;99 446 466;;99 446 466
23;Écologie, développement durable et énergie;345;Service public de l'énergie;06;Médiateur de l'énergie;;;;;;5 572 000;;5 572 000
36;Travail, emploi, formation professionnelle et dialogue social;102;Accès et retour à l'emploi;01;Amélioration de l’efficacité du service public de l’emploi;;;1 480 679 349;;;1 793 349 423;;3 274 028 772
36;Travail, emploi, formation professionnelle et dialogue social;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;;;118 235 984;;;4 940 020 490;;5 058 256 474
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;;;5 893 848;;;871 467 458;-20 000 000;857 361 306
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;;;7 551 815;;;1 971 327 169;;1 978 878 984
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;;;1 552 613;;;1 054 269 832;;1 055 822 445
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;18 513 322;;;5 040 232;;23 553 554
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;550 171;;;6 574 416;;7 124 587
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;16 348 320;;144 990;37 402 142;;53 895 452
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;07;Fonds social européen - Assistance technique;;1 685 073;4 999 374;;;0;;6 684 447
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;08;Fonctionnement des services;;;22 333 701;;2 321 656;249 128;;24 904 485
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;09;Systèmes d'information;;5 892;15 970 870;;742 804;;;16 719 566
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;10;Affaires immobilières;;;6 963 780;;;;;6 963 780
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;11;Communication;;;3 974 489;;;500;;3 974 989
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;12;Etudes, statistiques évaluation et recherche;;;9 188 486;;;153 794;;9 342 280
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;13;Politique des ressources humaines;;4 271;30 233 564;;;13 300;;30 251 135
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;76 922 784;;;;;;76 922 784
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;;76 797 995;;;;;;76 797 995
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;324 975 813;;;;;;324 975 813
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;17;Personnels de statistiques, études et recherche;;21 115 493;;;;;;21 115 493
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;18;Personnels transversaux et de soutien;;118 258 047;1 007;;;;;118 259 054
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;01;Aides personnelles;;;;;;15 338 271 117;;15 338 271 117
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;02;Information relative au logement et accompagnement des publics en difficulté;;;;;;7 155 712;;7 155 712
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;03;Sécurisation des risques locatifs;;;;;;11 565 741;;11 565 741
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;01;Construction locative et amélioration du parc;;;1 091 871;;;501 990 870;;503 082 741
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;02;Soutien à l'accession à la propriété;;;4 600 000;;;;;4 600 000
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;03;Lutte contre l'habitat indigne;;;1 875 951;;;1 776 828;;3 652 779
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;04;Réglementation, politique technique et qualité de la construction;;;52 736 542;;0;153 913 535;43 045;206 693 122
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;05;Soutien;;;12 116 011;;2 694 968;2 151 245;0;16 962 224
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;07;Urbanisme et aménagement;;;7 279 270;;;85 957 179;;93 236 449
39;Logement, égalité des territoires et ruralité;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;11;Prévention de l'exclusion;;;107 245;;;64 734 627;;64 841 872
39;Logement, égalité des territoires et ruralité;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;12;Hébergement et logement adapté;;;6 350 476;;;1 669 962 748;;1 676 313 224
39;Logement, égalité des territoires et ruralité;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;1 431 884;;;8 609 304;;10 041 188
44;Outre-mer;123;Conditions de vie outre-mer;01;Logement;;;290 851;;0;216 165 022;;216 455 873
44;Outre-mer;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;4 112 145;;812 054;140 847 902;;145 772 101
44;Outre-mer;123;Conditions de vie outre-mer;03;Continuité territoriale;;;6 771 079;;;32 973 064;;39 744 143
44;Outre-mer;123;Conditions de vie outre-mer;04;Sanitaire, social, culture, jeunesse et sports;;;63 788;;;18 759 773;;18 823 561
44;Outre-mer;123;Conditions de vie outre-mer;06;Collectivités territoriales;;;348 295;;12 000;182 489 869;;182 850 164
44;Outre-mer;123;Conditions de vie outre-mer;07;Insertion économique et coopération régionales;;;247 863;;;896 661;;1 144 524
44;Outre-mer;123;Conditions de vie outre-mer;08;Fonds exceptionnel d'investissement;;;;;;29 330 298;;29 330 298
44;Outre-mer;123;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;;;;;;19 317 130;;19 317 130
44;Outre-mer;138;Emploi outre-mer;01;Soutien aux entreprises;;;50 000;;;989 184 114;;989 234 114
44;Outre-mer;138;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;143 453 056;60 037 174;;20 552 498;31 943 249;;255 985 977
44;Outre-mer;138;Emploi outre-mer;03;Pilotage des politiques des outre-mer;;;2 427 385;;;41 000;;2 468 385
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;01;Développement de la vie associative;;;118 199;;;23 900 495;;24 018 694
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;02;Actions en faveur de la jeunesse et de l'éducation populaire;;;1 624 576;;;78 094 750;;79 719 326
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;04;Développement du service civique;;;329 815 121;;;7 000;;329 822 121
52;Ville, jeunesse et sports;219;Sport;01;Promotion du sport pour le plus grand nombre;;;3 165 185;;;23 591 120;50 000;26 806 305
52;Ville, jeunesse et sports;219;Sport;02;Développement du sport de haut niveau;;;33 624 524;;6 319 165;120 498 294;265 000;160 706 983
52;Ville, jeunesse et sports;219;Sport;03;Prévention par le sport et protection des sportifs;;;454 776;;;15 794 185;;16 248 961
52;Ville, jeunesse et sports;219;Sport;04;Promotion des métiers du sport;;;19 852 226;;;8 572 215;;28 424 441
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;10;Fonctionnement des services;;;18 512 713;;267 719;5 494 163;;24 274 595
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;11;Systèmes d'information;;;43 303 481;;493 038;;;43 796 519
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;12;Affaires immobilières;;;78 989 786;;226 456;;;79 216 242
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;14;Communication;;;5 034 397;;;;;5 034 397
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;15;Affaires européennes et internationales;;;390 796;;;5 962 063;;6 352 859
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;16;Statistiques, études et recherche;;;6 775 700;;;2 247 929;;9 023 629
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;17;Financement des agences régionales de santé;;;563 128 139;;;;;563 128 139
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;18;Personnels mettant en oeuvre les politiques sociales et de la santé;;253 723 471;;;;;;253 723 471
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;;289 197 183;;;;;;289 197 183
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;;13 031 098;;;;;;13 031 098
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;39 871 491;;;;;;39 871 491
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;22;Personnels transversaux et de soutien;;127 753 208;;;;;;127 753 208
56;Affaires sociales et santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;23;Autres dépenses de personnel;;17 235;23 330 433;;0;75 092;;23 422 760
56;Affaires sociales et santé et droits des femmes;137;Égalité entre les femmes et les hommes;11;Actions et expérimentations pour la culture de l'égalité et en faveur de l'égalité professionnelle, politique et sociale;;;559 341;;;3 837 585;;4 396 926
56;Affaires sociales et santé et droits des femmes;137;Égalité entre les femmes et les hommes;12;Promotion des droits, prévention et lutte contre les violences sexistes;;;2 277 442;;;12 455 130;;14 732 572
56;Affaires sociales et santé et droits des femmes;137;Égalité entre les femmes et les hommes;13;Soutien du programme égalité entre les femmes et les hommes;;;614 991;;;17 678;;632 669
56;Affaires sociales et santé et droits des femmes;137;Égalité entre les femmes et les hommes;14;Actions de soutien, d'expérimentation en faveur de l’égalité entre les femmes et les hommes ;;;;;;2 500;;2 500
56;Affaires sociales et santé et droits des femmes;137;Égalité entre les femmes et les hommes;15;Prévention et lutte contre la prostitution et la traite des êtres humains;;;446 872;;;2 466 435;;2 913 307
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;01;Évaluation et orientation personnalisée des personnes handicapées;;;634 547;;;68 435 933;;69 070 480
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;02;Incitation à l'activité professionnelle;;;1 097 274;;;2 726 620 707;;2 727 717 981
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;03;Ressources d'existence;;;;;;9 293 721 475;;9 293 721 475
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;04;Compensation des conséquences du handicap;;;132 240;;;19 576 036;;19 708 276
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;05;Personnes âgées;;;-673 230;;;3 458 767;;2 785 537
56;Affaires sociales et santé et droits des femmes;157;Handicap et dépendance;06;Pilotage du programme;;;1 380 471;;;1 493 500;;2 873 971
56;Affaires sociales et santé et droits des femmes;183;Protection maladie;02;Aide médicale de l'Etat;;;302 268;;;825 119 445;;825 421 713
56;Affaires sociales et santé et droits des femmes;183;Protection maladie;03;Fonds d'indemnisation des victimes de l'amiante;;;;;;12 328 000;;12 328 000
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;;;85 649 385;;;14 187 679;;99 837 064
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;12;Accès à la santé et éducation à la santé;;;8 856 810;;;990 680;;9 847 490
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;13;Prévention des risques infectieux et des risques liés aux soins;;;867 731;;;6 500 071;;7 367 802
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;14;Prévention des maladies chroniques et qualité de vie des malades;;;33 060 073;;;5 513 920;;38 573 993
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;15;Prévention des risques liés à l'environnement, au travail et à l'alimentation;;;13 087 374;;;4 269 116;;17 356 490
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;16;Réponse aux alertes et gestion des urgences, des situations exceptionnelles et des crises sanitaires;;;4 136 318;;;;;4 136 318
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;17;Qualité, sécurité et gestion des produits de santé et du corps humain;;;124 884 097;;;4 596 897;;129 480 994
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;18;Projets régionaux de santé;;;;;;132 880 372;;132 880 372
56;Affaires sociales et santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;;;453 914;;;36 806 572;;37 260 486
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;11;Prime d'activité et autres dispositifs;;;;;;4 744 023 040;;4 744 023 040
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;13;Autres expérimentations;;;196 614;;;276 396;;473 010
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;14;Aide alimentaire;;;2 135 096;;;37 665 911;;39 801 007
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;15;Qualification en travail social;;;1 600;;;6 642 896;;6 644 496
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;16;Protection juridique des majeurs;;;5 861 810;;;631 771 332;;637 633 142
56;Affaires sociales et santé et droits des femmes;304;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;2 957 945;;;28 574 627;;31 532 572
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;01;Soutien aux projets des communes et groupements de communes;;;10 033;;;714 112 287;;714 122 320
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;02;Dotation générale de décentralisation des communes;;;300;;;146 521 857;;146 522 157
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;03;Soutien aux projets des départements;;;;;;151 297 358;;151 297 358
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;04;Dotation générale de décentralisation des départements;;;;;;266 219 465;;266 219 465
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;05;Dotation générale de décentralisation des régions;;;;;;994 830 544;;994 830 544
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;06;Dotation générale de décentralisation concours particuliers;;;;;;218 921 652;;218 921 652
58;Décentralisation et fonction publique;148;Fonction publique;01;Formation des fonctionnaires;;113 737;72 325 281;;372 802;4 903 455;;77 715 275
58;Décentralisation et fonction publique;148;Fonction publique;02;Action sociale interministérielle;;;107 583 801;;3 359 229;2 053 169;;112 996 199
70;Défense;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;;;178 575 876;;134 659 893;55 000;;313 290 769
70;Défense;144;Environnement et prospective de la politique de défense;07;Prospective de défense;;;912 221 653;;17 704 402;23 194 535;18 200 000;971 320 590
70;Défense;144;Environnement et prospective de la politique de défense;08;Relations internationales et diplomatie de défense;;;8 211 752;;;31 217 862;3 204;39 432 818
70;Défense;146;Équipement des forces;06;Dissuasion;;;640 761 863;;2 190 008 523;;;2 830 770 386
70;Défense;146;Équipement des forces;07;Commandement et maîtrise de l'information;;;578 470 508;;995 826 102;425 566;;1 574 722 176
70;Défense;146;Équipement des forces;08;Projection - mobilité - soutien;;;380 152 936;;961 468 429;3 460 302;;1 345 081 667
70;Défense;146;Équipement des forces;09;Engagement et combat;;;768 269 216;;2 679 342 984;17 864 324;;3 465 476 524
70;Défense;146;Équipement des forces;10;Protection et sauvegarde;;;94 039 220;;279 402 993;1 285 849;;374 728 062
70;Défense;146;Équipement des forces;11;Préparation et conduite des opérations d'armement;;;198 817 556;;32 254 638;1 923 700;;232 995 894
70;Défense;146;Équipement des forces;12;Parts étrangères et programmes civils;;;6 136 346;;4 030 735;;;10 167 081
70;Défense;167;Liens entre la Nation et son armée;01;Journée défense et citoyenneté;;;13 824 440;;;30 000;;13 854 440
70;Défense;167;Liens entre la Nation et son armée;02;Politique de mémoire;;;4 312 891;;369 175;19 316 163;;23 998 229
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;01;Administration de  la dette viagère;;;;;;1 942 703 809;;1 942 703 809
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;;;5 937 778;;;140 753 334;;146 691 112
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;;;69 239 857;;;276 605 751;5 000 000;350 845 608
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;07;Actions en faveur des rapatriés;;;;;;16 600 000;;16 600 000
70;Défense;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;;;238 138 951;;70 132 631;171 927 988;;480 199 570
70;Défense;178;Préparation et emploi des forces;02;Préparation des forces terrestres;;-31 236;1 375 215 660;;95 919 502;10 130 017;;1 481 233 943
70;Défense;178;Préparation et emploi des forces;03;Préparation des forces navales;;;1 973 172 939;;154 030 369;5 098 325;;2 132 301 633
70;Défense;178;Préparation et emploi des forces;04;Préparation des forces aériennes;;;2 156 637 405;;43 945 858;1 599 182;;2 202 182 445
70;Défense;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;;;1 562 129 104;0;59 064 409;45 088;;1 621 238 601
70;Défense;178;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures;;;393 806 124;;496 808;12 012 013;;406 314 945
70;Défense;178;Préparation et emploi des forces;07;Surcoûts liés aux opérations intérieures;;;8 420;;;;;8 420
70;Défense;191;Recherche duale (civile et militaire);01;Recherche duale en sciences du vivant;;;7 363 909;;;;;7 363 909
70;Défense;191;Recherche duale (civile et militaire);02;Recherche duale en sciences et techniques de l'information et de la communication;;;5 810 339;;;;;5 810 339
70;Défense;191;Recherche duale (civile et militaire);03;Recherche duale dans le domaine aérospatial;;;38 647 449;;;;101 888 728;140 536 177
70;Défense;191;Recherche duale (civile et militaire);04;Autres recherches et développements technologiques duaux;;;12 955 448;;;;;12 955 448
70;Défense;212;Soutien de la politique de la défense;04;Politique immobilière;;-4 337;697 123 994;;544 982 194;11 372 620;2 400 000;1 255 874 471
70;Défense;212;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion;;23 676;105 823 038;;27 819 581;;;133 666 295
