GESTION;2015;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
12;Services du Premier ministre;308;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté;;3 264 602;1 032 912;;;;;4 297 514
12;Services du Premier ministre;308;Protection des droits et libertés;06;Autres autorités indépendantes;;1 877 027;600 414;;;28 000;;2 505 441
12;Services du Premier ministre;308;Protection des droits et libertés;07;Sécurité et protection des libertés;;861 253;130 479;;0;;;991 732
12;Services du Premier ministre;308;Protection des droits et libertés;09;Défenseur des droits;;15 573 226;11 160 739;;0;8 850;;26 742 815
12;Services du Premier ministre;308;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;2 329 069;1 125 115;;;;;3 454 184
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;01;Fonctionnement courant des directions départementales interministérielles;;52 218;83 244 475;0;8 276 376;20 875;;91 593 944
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;02;Loyers et charges immobilières des administrations déconcentrées;;;329 259 176;;2 425 580;79 000;;331 763 756
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;03;Emplois déconcentrés des services du Premier ministre;;102 086 351;8 206;;;;;102 094 557
12;Services du Premier ministre;340;Haut Conseil des finances publiques;01;Haut Conseil des finances publiques;;204 131;15 674;;;;;219 805
12;Services du Premier ministre;401;Transition numérique de l'État et modernisation de l'action publique;01;Transition numérique de l'Etat et modernisation de l'action publique;;;;;0;;0;0
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;02;Commerce, artisanat et services;;32 824 321;5 182 142;;;32 257 605;;70 264 068
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;03;Actions en faveur des entreprises industrielles;;90 977 856;5 552 165;;;64 686 008;100 000 000;261 216 029
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;04;Développement des télécommunications, des postes et de la société de l'information;;;38 988 433;;;138 763 426;;177 751 859
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;05;Fonds de soutien aux collectivités territoriales ayant contracté des produits structurés;;;0;;;;;0
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;07;Développement international des entreprises et attractivité du territoire;;;105 366 280;;;915 157;;106 281 437
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;08;Expertise, conseil et inspection;;17 296 449;36 036;;;;;17 332 485
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;13;Régulation des communications électroniques et des postes (ARCEP);;15 577 868;5 632 460;;32 256;;;21 242 584
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;14;Régulation et contrôle des marchés de l'énergie (CRE);;11 864 051;5 274 026;;;79 602;;17 217 679
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;15 167 148;3 521 347;;445 426;;;19 133 921
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;16;Régulation concurrentielle des marchés;;72 066 715;1 895 849;;0;;;73 962 564
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;17;Protection économique du consommateur;;102 353 825;3 165 083;;79 243;8 567 681;;114 165 832
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;18;Sécurité du consommateur;;41 447 142;845 759;;;572;;42 293 473
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;20;Financement des entreprises;;;0;;;21 475 626;;21 475 626
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;21;Développement du tourisme;;;1 967 256;;;2 465 542;;4 432 798
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;102 141 133;193 478 515;;;5 475 501;;301 095 149
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;23 664 712;;;309 234 459;;332 899 171
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;;;0;;;289 339 587;;289 339 587
21;Économie, industrie et numérique;343;Plan 'France Très haut débit';01;Réseaux d'initiative publique;;;800 000 000;;;0;-800 000 000;0
21;Économie, industrie et numérique;405;Projets industriels;01;Projets industriels d'avenir;;;0;;;0;0;0
21;Économie, industrie et numérique;405;Projets industriels;02;Prêts pour l'industrialisation;;;;;;0;;0
21;Économie, industrie et numérique;405;Projets industriels;03;Usine du futur : robotisation;;;;;;0;0;0
21;Économie, industrie et numérique;406;Innovation;01;Innovation de rupture;;;0;;;;;0
21;Économie, industrie et numérique;406;Innovation;02;Fonds national d'innovation;;;0;;;0;0;0
21;Économie, industrie et numérique;406;Innovation;03;Projets structurants des pôles de compétitivité;;;;;;0;0;0
21;Économie, industrie et numérique;407;Économie numérique;01;Quartiers numériques;;;0;;;0;;0
21;Économie, industrie et numérique;407;Économie numérique;02;Usages et technologies du numérique;;;0;;;0;0;0
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;2 160 568;;0;3 418 028;;5 578 596
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;02;logistique, formation et contentieux;;;6 112 325;;197 465;587 841;;6 897 631
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;153 808 020;;620 957;88 712 538;931 719;244 073 234
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;08;Fonds d’investissement pour la biodiversité et la restauration écologique;;;0;;0;0;;0
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;01;Production de l'information géographique;;;78 893 995;;;;;78 893 995
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;02;Recherche dans le domaine de l'information géographique;;;13 922 470;;;;;13 922 470
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;03;Pilotage de la politique d'information géographique;;;445 239;;0;15 000;;460 239
23;Écologie, développement durable et énergie;170;Météorologie;01;Observation et prévision météorologiques;;;174 041 956;;;;;174 041 956
23;Écologie, développement durable et énergie;170;Météorologie;02;Recherche dans le domaine météorologique;;;21 510 805;;;;;21 510 805
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;4 412 815;;;624 182;;5 036 997
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;13 140 384;;;449 265 551;;462 405 935
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique;;;4 666 019;;0;273 906 234;259 860;278 832 113
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;06;Soutien;;;1 432 876;;0;4 500;;1 437 376
23;Écologie, développement durable et énergie;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;58 000 192;;522 502;27 113 194;;85 635 888
23;Écologie, développement durable et énergie;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;32 177 586;18 220 998;;413 400;1 295 643;;52 107 627
23;Écologie, développement durable et énergie;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;24 154 692;;2 660 952;19 535 350;;46 350 994
23;Écologie, développement durable et énergie;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;31 711 735;;0;-149 710 297;;-117 998 562
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;10;Recherche dans le domaine de l'énergie;;;600 605 186;;;436 961;;601 042 147
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;;;170 996 578;;;;;170 996 578
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;;;83 886 413;;;1 000;14 316 373;98 203 786
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;;;3 227 748;;;6 157 696;;9 385 444
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;;;;;;58 887 692;281 543 335;340 431 027
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;;;369 000 000;;;;;369 000 000
23;Écologie, développement durable et énergie;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;;;10 255 958;;;842 696 623;;852 952 581
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;03;Régime de retraite du personnel de la SNCF;;;;;;3 281 292 196;;3 281 292 196
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;04;Régime de retraite du personnel de la RATP;;;;;;618 324 301;;618 324 301
23;Écologie, développement durable et énergie;198;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;;;;;;189 199 859;;189 199 859
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;01;Développement des infrastructures routières;;;452 112 242;;630 377 310;50 445 724;;1 132 935 276
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;10;Infrastructures de transports collectifs et ferroviaires;;;8 317 593;;6 923 921;2 493 050 951;;2 508 292 465
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;11;Infrastructures fluviales, portuaires et aéroportuaires;;;251 733 449;;2 399 162;106 979 975;;361 112 586
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;12;Entretien et exploitation du réseau routier national;;;246 650 786;;401 800 304;14 181 287;;662 632 377
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;13;Soutien, régulation, contrôle et sécurité des services de transports terrestres;;;3 139 494;;5 751 840;60 447 773;;69 339 107
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;14;Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens;;;71 994;;;26 173 279;;26 245 273
23;Écologie, développement durable et énergie;203;Infrastructures et services de transports;15;Stratégie et soutien;;;44 957 171;;2 201 623;2 896 363;;50 055 157
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;01;Sécurité et sûreté maritimes;;;18 718 644;;1 448 562;2 581 613;0;22 748 819
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;02;Gens de mer et enseignement maritime;;;19 174 934;;0;9 488 285;;28 663 219
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;03;Flotte de commerce;;;5 455;;;65 737 590;;65 743 045
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;04;Action interministérielle de la mer;;;7 123 397;;988 939;232 500;;8 344 836
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;05;Soutien au programme;;;8 617 392;;231 101;16 500;;8 864 993
23;Écologie, développement durable et énergie;205;Sécurité et affaires maritimes, pêche et aquaculture;06;Gestion durable des Pêches et de  l'Aquaculture;;;7 319 396;;34 610;32 897 617;;40 251 623
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;01;Stratégie, expertise et études en matière de développement durable;0;;228 515 098;;234 210;8 481 535;;237 230 843
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;02;Fonction juridique;;0;1 417 281;;;;;1 417 281
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;03;Politique et programmation de l'immobilier et des moyens de fonctionnement;;-134 397;156 112 075;;3 829 236;120 717;;159 927 631
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;04;Politique et gestion des systèmes d'information et des réseaux informatiques;;;16 461 850;;3 315 206;;;19 777 056
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;05;Politique des ressources humaines et formation;;136 158 797;73 693 354;;52 778;1 184 272;;211 089 201
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;06;Action européenne et internationale;;;212 637;;;8 836 667;;9 049 304
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";;652 660 207;381;;;0;;652 660 588
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";;592 981 037;;;;;;592 981 037
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;09;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";;37 393 163;;;;;;37 393 163
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";;198 372 730;;;;;;198 372 730
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";;213 640 932;;;;;;213 640 932
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;14;Personnels oeuvrant dans le domaine de la recherche et de l'action scientifique et technique;;0;;;;;;0
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;15;Personnels relevant du ministère du logement et de l'égalité des territoires;;607 904 957;;;;;;607 904 957
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";;226 537 148;;;;;;226 537 148
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;18;Personnels relevant de programmes d'autres ministères;;8 314 149;-11 271;;;;;8 302 878
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;22;Personnels transférés aux collectivités territoriales;;89 044 963;0;;;;;89 044 963
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";;56 654 852;;;;;;56 654 852
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;24;Personnels oeuvrant dans le domaine des transports aériens;;1 949 704;;;;;;1 949 704
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;25;Commission nationale du débat public;;1 323 924;674 215;;;353 755;;2 351 894
23;Écologie, développement durable et énergie;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;1 102 136;444 422;;;0;;1 546 558
23;Écologie, développement durable et énergie;403;Innovation pour la transition écologique et énergétique;01;Démonstrateurs de la transition écologique et énergétique;;;0;;;0;0;0
23;Écologie, développement durable et énergie;403;Innovation pour la transition écologique et énergétique;02;Transports de demain;;;0;;;0;;0
23;Écologie, développement durable et énergie;404;Projets industriels pour la transition écologique et énergétique;01;Usine sobre : prêts verts;;;;;;0;;0
23;Écologie, développement durable et énergie;404;Projets industriels pour la transition écologique et énergétique;02;Projets industriels d'avenir pour la transition énergétique;;;0;;;0;0;0
23;Écologie, développement durable et énergie;410;Recherche dans le domaine de l'aéronautique;01;Démonstrateurs technologiques aéronautiques;;;;;;0;0;0
36;Travail, emploi, formation professionnelle et dialogue social;102;Accès et retour à l'emploi;01;Amélioration de l’efficacité du service public de l’emploi;;;1 508 968 430;;;2 104 960 640;;3 613 929 070
36;Travail, emploi, formation professionnelle et dialogue social;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;;;108 658 358;;;4 757 831 746;;4 866 490 104
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;;;8 089 714;;;608 017 599;;616 107 313
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;;;18 979 760;;;1 492 558 561;457 373;1 511 995 694
36;Travail, emploi, formation professionnelle et dialogue social;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;;;1 401 876;;;683 449 591;;684 851 467
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;20 052 824;;;5 938 946;;25 991 770
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;411 843;;;6 917 412;;7 329 255
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;2 105 856;;334 124;35 714 652;;38 154 632
36;Travail, emploi, formation professionnelle et dialogue social;111;Amélioration de la qualité de l'emploi et des relations du travail;05;Fonds national de soutien relatif à la pénibilité;;;;;;0;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;02;Gestion des effectifs du programme « accès et retour à l’emploi »;;0;0;;;;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;03;Gestion des effectifs du programme « accompagnement des mutations économiques et développement de l’emploi »;;0;;;;;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;04;Gestion des effectifs du programme « amélioration de la qualité de l’emploi et des relations du travail »;;0;;;;;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;05;Soutien;;0;0;;0;0;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;06;Études, statistiques, évaluation et recherche;;0;0;;;0;;0
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;07;Fonds social européen - Assistance technique;;1 223;19 020 148;;-23 712;171 811;;19 169 470
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;08;Fonctionnement des services;;;25 015 190;;2 302 393;36 500;;27 354 083
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;09;Systèmes d'information;;2 563;14 094 850;;1 523 984;;;15 621 397
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;10;Affaires immobilières;;;6 660 813;;;;;6 660 813
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;11;Communication;;;5 081 577;;;5 500;;5 087 077
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;12;Etudes, statistiques évaluation et recherche;;;9 324 651;;;174 528;;9 499 179
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;13;Politique des ressources humaines;;22 909;32 891 968;;15 120;;;32 929 997
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;96 525 589;130;;;;;96 525 719
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;;95 848 169;;;;;;95 848 169
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;287 586 451;;;;;;287 586 451
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;17;Personnels de statistiques, études et recherche;;20 814 756;;;;;;20 814 756
36;Travail, emploi, formation professionnelle et dialogue social;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;18;Personnels transversaux et de soutien;;123 293 174;55 646;;;;;123 348 820
36;Travail, emploi, formation professionnelle et dialogue social;412;Formation et mutations économiques;01;Partenariats territoriaux pour l'emploi et la formation;;;;;;0;;0
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;01;Aides personnelles;;;;;;10 743 115 591;;10 743 115 591
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;02;Information relative au logement et accompagnement des publics en difficulté;;;;;;7 427 998;;7 427 998
39;Logement, égalité des territoires et ruralité;109;Aide à l'accès au logement;03;Sécurisation des risques locatifs;;;;;;3 774 132;;3 774 132
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;01;Construction locative et amélioration du parc;;;2 346 414;;;304 569 781;;306 916 195
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;02;Soutien à l'accession à la propriété;;;3 583 400;;;;;3 583 400
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;03;Lutte contre l'habitat indigne;;;2 559 115;;0;2 519 192;;5 078 307
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;04;Réglementation, politique technique et qualité de la construction;;;-16 769 447;;;85 346 508;0;68 577 061
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;05;Soutien;;;13 412 139;;2 211 615;2 336 959;0;17 960 713
39;Logement, égalité des territoires et ruralité;135;Urbanisme, territoires et amélioration de l'habitat;07;Urbanisme et aménagement;;;7 255 778;;0;48 460 286;;55 716 064
39;Logement, égalité des territoires et ruralité;177;Prévention de l'exclusion et insertion des personnes vulnérables;11;Prévention de l'exclusion;;;85 830;;;64 934 493;;65 020 323
39;Logement, égalité des territoires et ruralité;177;Prévention de l'exclusion et insertion des personnes vulnérables;12;Hébergement et logement adapté;;;7 442 293;;;1 501 509 601;;1 508 951 894
39;Logement, égalité des territoires et ruralité;177;Prévention de l'exclusion et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;2 246 028;;;15 056 678;;17 302 706
39;Logement, égalité des territoires et ruralité;337;Conduite et pilotage des politiques du logement et de l’égalité des territoires;01;Personnels oeuvrant pour les politiques de l'urbanisme, de l'aménagement, du logement et de l'habitat;;0;;;;;;0
39;Logement, égalité des territoires et ruralité;337;Conduite et pilotage des politiques du logement et de l’égalité des territoires;02;"Personnels oeuvrant au soutien du programme "" Conduite et pilotage des politiques du logement et de l’égalité des territoires """;;0;;;;;;0
39;Logement, égalité des territoires et ruralité;414;Ville et territoires durables;01;Projets territoriaux intégrés pour la transition énergétique;;;;;;0;0;0
39;Logement, égalité des territoires et ruralité;414;Ville et territoires durables;02;Ville durable et solidaire, excellence environnementale du renouvellement urbain;;;0;;;0;;0
44;Outre-mer;123;Conditions de vie outre-mer;01;Logement;;;481 405;;;197 709 474;;198 190 879
44;Outre-mer;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;8 131 688;;500 413;145 802 454;;154 434 555
44;Outre-mer;123;Conditions de vie outre-mer;03;Continuité territoriale;;;10 484 143;;;31 912 202;;42 396 345
44;Outre-mer;123;Conditions de vie outre-mer;04;Sanitaire, social, culture, jeunesse et sports;;;14 177;;;21 783 467;;21 797 644
44;Outre-mer;123;Conditions de vie outre-mer;06;Collectivités territoriales;;;433 223;;44 813;166 650 787;;167 128 823
44;Outre-mer;123;Conditions de vie outre-mer;07;Insertion économique et coopération régionales;;;170 505;;;888 462;;1 058 967
44;Outre-mer;123;Conditions de vie outre-mer;08;Fonds exceptionnel d'investissement;;;0;;;23 883 174;;23 883 174
44;Outre-mer;123;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;;;;;;10 681 669;;10 681 669
44;Outre-mer;138;Emploi outre-mer;01;Soutien aux entreprises;;;41 264;;;1 100 808 102;;1 100 849 366
44;Outre-mer;138;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;143 818 921;68 678 295;;23 662 755;32 953 541;;269 113 512
44;Outre-mer;138;Emploi outre-mer;03;Pilotage des politiques des outre-mer;;;2 541 132;;0;341 500;;2 882 632
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;01;Développement de la vie associative;;;160 796;;;14 299 947;;14 460 743
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;02;Actions en faveur de la jeunesse et de l'éducation populaire;;;2 127 617;;;73 052 112;;75 179 729
52;Ville, jeunesse et sports;163;Jeunesse et vie associative;04;Actions particulières en direction de la jeunesse;;;176 123 665;;;-325 935;;175 797 730
52;Ville, jeunesse et sports;219;Sport;01;Promotion du sport pour le plus grand nombre;;;4 028 331;;;25 658 945;0;29 687 276
52;Ville, jeunesse et sports;219;Sport;02;Développement du sport de haut niveau;;;84 314 780;;12 689 962;64 087 909;4 777 163;165 869 814
52;Ville, jeunesse et sports;219;Sport;03;Prévention par le sport et protection des sportifs;;;745 947;;;15 479 995;;16 225 942
52;Ville, jeunesse et sports;219;Sport;04;Promotion des métiers du sport;;;20 024 948;;;6 945 886;;26 970 834
52;Ville, jeunesse et sports;411;Projets innovants en faveur de la jeunesse;01;Favoriser des politiques de jeunesse intégrées, à l'échelle d'un territoire;;;;;;0;;0
56;Affaires sociales, santé et droits des femmes;106;Actions en faveur des familles vulnérables;01;Accompagnement des jeunes et des familles vulnérables;;;0;;;0;;0
56;Affaires sociales, santé et droits des femmes;106;Actions en faveur des familles vulnérables;02;Soutien en faveur des familles monoparentales;;;;;;0;;0
56;Affaires sociales, santé et droits des femmes;106;Actions en faveur des familles vulnérables;03;Protection des enfants et des familles;;;0;;;0;;0
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;10;Fonctionnement des services;;0;20 573 779;;438 737;205 345;;21 217 861
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;11;Systèmes d'information;;;51 944 699;;696 371;;;52 641 070
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;12;Affaires immobilières;;;81 323 907;;0;;;81 323 907
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;13;Certification des formations;;;1 810 305;;;107 587;;1 917 892
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;14;Communication;;;5 027 308;;;20 000;;5 047 308
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;15;Affaires européennes et internationales;;;4 136 836;;;2 701 096;0;6 837 932
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;16;Statistiques, études et recherche;;;7 442 260;;;2 488 621;;9 930 881
